"","seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TESmut","Fold","p.value","FDR"
"11768","2",224658777,224659177,401,"*",4.10247642580801,4.59687613699029,3.34435449115188,1.25252164583841,0.0201959192450824,0.038693991576816
"8314","17",59810741,59811141,401,"*",5.32057135632486,4.67147821693127,5.76663589223622,-1.09515767530494,0.0202038921104685,0.0387063720216709
"20408","7",5766307,5766707,401,"*",4.40959689518253,4.87265723205444,3.72350953643451,1.14914769561993,0.0202406147014552,0.038773824872306
"20932","7",48253050,48253450,401,"*",4.02991544882633,4.57139390476596,3.15301665496982,1.41837724979614,0.0202552047882555,0.0387988727926383
"19881","6",138485468,138485868,401,"*",5.53866077347559,5.9069981792107,5.04279430045132,0.864203878759377,0.020256936286424,0.0387992881645758
"14694","3",178532443,178532843,401,"*",4.75309689219964,5.16528431841737,4.17381770188293,0.991466616534447,0.020259154832555,0.0388006362759423
"18422","6",1267116,1267516,401,"*",4.3060537911093,3.5128255889924,4.81493731538647,-1.30211172639407,0.0202682300316486,0.0388151151682649
"19385","6",105178110,105178510,401,"*",4.86875998995536,5.30020286320123,4.25041625317295,1.04978661002827,0.0202748818151252,0.038822458983211
"21173","7",80127745,80128145,401,"*",4.93921951450874,5.37649540336164,4.30872465824462,1.06777074511703,0.0202750958884055,0.038822458983211
"6750","15",32877389,32877789,401,"*",3.3051696531219,3.94004704632605,2.14414310002162,1.79590394630443,0.0202785573926075,0.0388261847798066
"5688","13",45162799,45163199,401,"*",4.31532934609984,4.81558273504257,3.54316412443558,1.27241861060699,0.0202814756983472,0.038828870066432
"15657","4",76489703,76490103,401,"*",4.30228311070619,4.77232744465481,3.60058473597513,1.17174270867968,0.0202931397238639,0.0388482973743739
"25168","X",69133872,69134272,401,"*",4.95990022316816,4.35713863897159,5.38375558799385,-1.02661694902225,0.0202971155303199,0.0388530048890057
"23448","8",130514296,130514696,401,"*",5.96407564322134,6.2772849682405,5.56345334846131,0.713831619779189,0.0203063841629987,0.0388661452321789
"9441","19",43827132,43827532,401,"*",7.33577741560112,7.07467757206264,7.55678641676078,-0.482108844698144,0.0203070146700297,0.0388661452321789
"15918","4",114578475,114578875,401,"*",4.05277622515397,4.57782592860124,3.21889222058876,1.35893370801248,0.0203187445163248,0.0388856899163374
"18705","6",18361986,18362386,401,"*",4.22669635044422,4.71916100576625,3.47317439976846,1.24598660599778,0.0203214712864458,0.0388880030235766
"25233","X",103640482,103640882,401,"*",5.50553113697545,4.98719101722097,5.88606704966507,-0.898876032444095,0.0203252971669119,0.0388924189308744
"2135","10",3852249,3852649,401,"*",5.80345374474291,6.13410943281226,5.37375189351892,0.76035753929334,0.020336539880688,0.0389110252153947
"5071","12",86379938,86380338,401,"*",5.54447631769233,4.93821443022006,5.97004673837861,-1.03183230815855,0.0203532971422579,0.0389401792214563
"199","1",33244136,33244536,401,"*",5.81988833035573,5.30513895635099,6.19849482225234,-0.89335586590135,0.0203565194137322,0.0389434354968009
"15308","4",37392623,37393023,401,"*",6.08844947189519,5.57233674032658,6.4677894083165,-0.89545266798992,0.020369035345017,0.0389644693748006
"7493","16",23423421,23423821,401,"*",6.13268247091434,5.7122252067545,6.45785267858347,-0.745627471828978,0.0203883950116985,0.0389985906974065
"7206","15",78065361,78065761,401,"*",6.52221026869186,6.79820070763915,6.18062731914014,0.617573388499014,0.0204090756244563,0.0390352334201504
"16688","5",33272248,33272648,401,"*",5.30429254929191,4.78526054323284,5.68519938699395,-0.899938843761115,0.0204157972104821,0.0390451740588105
"19397","6",105370307,105370707,401,"*",5.98365511223371,5.48587360657196,6.35304345934012,-0.867169852768168,0.020422733283179,0.0390555233879742
"6170","14",29925201,29925601,401,"*",4.53260005348498,4.97939857420973,3.88193760298528,1.09746097122445,0.0204345334351145,0.0390751723256116
"12585","20",63138897,63139297,401,"*",5.88091804880685,5.38179434660908,6.2510416869883,-0.869247340379224,0.0204407670036832,0.0390841746336007
"5348","12",119716460,119716860,401,"*",4.73697897003746,4.07793570523919,5.18767753534167,-1.10974183010248,0.0204723423597257,0.0391416272493457
"21121","7",77154931,77155331,401,"*",3.71712966736732,4.33664946873385,2.60819503532548,1.72845443340836,0.0204886249819101,0.0391698348784692
"8879","18",44464387,44464787,401,"*",6.03386254023891,6.36004360656274,5.61170877495991,0.748334831602831,0.0205009343843097,0.039188731550283
"5382","12",126337576,126337976,401,"*",3.81006054931689,2.65716127736577,4.44258884143609,-1.78542756407033,0.0205015690000524,0.039188731550283
"10186","2",63871146,63871546,401,"*",6.29477424810165,6.57606005893579,5.94502867298838,0.631031385947404,0.0205300968253499,0.0392403342992213
"11815","2",226661831,226662231,401,"*",4.46692638686302,3.70597043436414,4.96251391824151,-1.25654348387737,0.0205645137180706,0.0393031846155411
"21133","7",77442654,77443054,401,"*",7.02755685123966,7.27088288526484,6.73469551793447,0.536187367330369,0.0205685283918961,0.0393079247453603
"6726","15",27490903,27491303,401,"*",3.73936067118475,2.55972374552275,4.37955346116434,-1.81982971564159,0.020584299865991,0.0393351305756976
"1076","1",118360849,118361249,401,"*",6.24420832801845,5.79473137688874,6.58641225784899,-0.791680880960254,0.0205858449589727,0.039335148774358
"13204","3",20054482,20054882,401,"*",5.97362880861771,6.29033618628605,5.56725073990872,0.723085446377326,0.0205920751844911,0.0393441185892387
"5989","13",98266142,98266542,401,"*",4.78598634481561,4.01294466085474,5.28660240286898,-1.27365774201424,0.0205989628858564,0.0393521169741896
"8387","17",66025523,66025923,401,"*",4.88108906330157,5.29579936163339,4.29678074193262,0.99901861970077,0.0205993338736301,0.0393521169741896
"8405","17",67696377,67696777,401,"*",4.57842818421024,3.78227732035854,5.0884952565045,-1.30621793614596,0.0206033188477956,0.0393567946014268
"9271","19",23554562,23554962,401,"*",5.52352495547466,4.9976995183092,5.90805933445846,-0.910359816149261,0.0206112471012885,0.0393690034856913
"2742","10",64094045,64094445,401,"*",4.95803065821093,4.19962622451719,5.45254892170395,-1.25292269718676,0.0206215251471854,0.0393856984916716
"1349","1",172460971,172461371,401,"*",7.61177948339598,7.81924750924911,7.36938320665765,0.449864302591458,0.020638162242394,0.039414535450769
"25180","X",73955910,73956310,401,"*",3.78793634412968,4.33100940153142,2.90676675307321,1.42424264845822,0.0206443642133809,0.0394234407104492
"16372","4",177308064,177308464,401,"*",6.80102357575777,7.04739100937,6.50374038022839,0.543650629141616,0.020647162385196,0.0394240765504654
"11301","2",186532895,186533295,401,"*",3.86427016008097,4.38470441713919,3.04215749925359,1.3425469178856,0.0206477752576922,0.0394240765504654
"11121","2",170883694,170884094,401,"*",5.05520133083999,4.42433610406047,5.49265387351922,-1.06831776945874,0.0206566612590526,0.0394381035113581
"21890","7",147813674,147814074,401,"*",3.77719555033022,2.86157354102826,4.33289857659438,-1.47132503556613,0.0206640291462573,0.0394492301841203
"14269","3",143289027,143289427,401,"*",6.1233355427895,6.42560125226477,5.74048465493645,0.685116597328328,0.0206746460142952,0.0394663229165752
"4294","11",128157636,128158036,401,"*",3.87606925058637,4.42600396536021,2.97632181940168,1.44968214595853,0.0206760639264694,0.0394663229165752
"16105","4",142194939,142195339,401,"*",5.63805991166119,5.9802848355731,5.18854661716123,0.79173821841187,0.0206838291809879,0.0394782034349292
"5356","12",120907041,120907441,401,"*",6.28334770617335,5.88479949794816,6.59529099854786,-0.7104915005997,0.0207010001931516,0.0395080331506311
"20558","7",19009687,19010087,401,"*",3.25283036113924,1.94478452102315,3.92741072960436,-1.98262620858121,0.0207230832065319,0.0395472323190435
"15592","4",72366588,72366988,401,"*",4.58558571165629,5.04649970801443,3.90424720412648,1.14225250388795,0.0207258117925567,0.0395494930630314
"16298","4",168604554,168604954,401,"*",6.91197243287116,6.61319256011278,7.15936573885431,-0.54617317874153,0.0207305151641701,0.0395555215229334
"11236","2",179272685,179273085,401,"*",5.56694070044968,5.90562390256774,5.12353820962129,0.782085692946448,0.0207367250860666,0.0395643973751199
"17461","5",89694079,89694479,401,"*",4.50247644281018,4.98164246305312,3.78001459617834,1.20162786687478,0.0207382559164481,0.0395643973751199
"11128","2",171347549,171347949,401,"*",5.24601410076261,4.66971085848147,5.65670240222687,-0.986991543745397,0.0207614567249736,0.0396057101181803
"4375","12",1779798,1780198,401,"*",5.22451877319705,5.6117433019863,4.69362354681584,0.918119755170462,0.020767625940742,0.0396145287138319
"15390","4",41531745,41532145,401,"*",6.62435839661767,6.88742498942946,6.30238201991683,0.585042969512636,0.0207817382972125,0.0396384965168574
"1516","1",185790233,185790633,401,"*",6.16355305771324,6.49495194732247,5.73259141549624,0.762360531826226,0.0207937241877182,0.0396584050921442
"25206","X",82813644,82814044,401,"*",6.89085273742151,6.58679682707357,7.14184815535336,-0.555051328279794,0.0208306252553973,0.0397258261273271
"19234","6",80547843,80548243,401,"*",5.10980395899547,4.41130855826047,5.57842425941204,-1.16711570115157,0.0208354353018635,0.039732041293273
"21775","7",135621178,135621578,401,"*",4.73225761850957,4.10599339171614,5.16751088271044,-1.06151749099431,0.0208370443424539,0.0397321518442979
"24223","9",85039235,85039635,401,"*",4.6170903775063,3.97363758738558,5.06050715481355,-1.08686956742797,0.0208443272867055,0.0397430805936918
"9692","2",18720349,18720749,401,"*",3.63181276913026,2.65745744779759,4.20812473384517,-1.55066728604758,0.0208601869259806,0.0397703593551592
"10970","2",158828732,158829132,401,"*",5.23189515218266,4.615303633114,5.66249087200047,-1.04718723888648,0.0208686989202117,0.0397836266681657
"22666","8",77162979,77163379,401,"*",6.13578816395779,6.45945633859649,5.71784585969719,0.741610478899307,0.0208777870022384,0.0397979901658981
"17551","5",94694665,94695065,401,"*",3.7615496666861,4.30986045419154,2.86622866516496,1.44363178902659,0.0208933281776542,0.0398246517299494
"24330","9",95023501,95023901,401,"*",5.6444446939401,5.22332972628475,5.9700070188194,-0.746677292534658,0.020898544963528,0.0398316315316765
"21752","7",134356009,134356409,401,"*",4.92593997978858,4.12702105707741,5.43712489224913,-1.31010383517172,0.0209138121846311,0.0398577645206094
"9421","19",42821453,42821853,401,"*",5.71722323218301,5.22439514977368,6.08388877241704,-0.85949362264336,0.0209162536834717,0.0398594520425391
"5298","12",108696353,108696753,401,"*",6.39048159858077,6.67611924101852,6.03397045084912,0.642148790169399,0.0209192787790569,0.0398622513727829
"9206","19",12526803,12527203,401,"*",4.08233576117924,4.58633276574494,3.30108694977441,1.28524581597053,0.020932632684741,0.0398847306495333
"14890","3",189820001,189820401,401,"*",5.0734207655479,5.48147500688694,4.50232418570826,0.979150821178678,0.0209369703147842,0.0398883873189551
"5007","12",75825616,75826016,401,"*",4.44507658301431,3.68461842077219,4.94045571550051,-1.25583729472832,0.0209376661418906,0.0398883873189551
"22467","8",60949780,60950180,401,"*",5.3508315084269,4.82813984260369,5.73369577843392,-0.90555593583023,0.0209448420271966,0.0398990907539725
"9417","19",42032380,42032780,401,"*",3.8911075871876,2.88301497216746,4.47875756992218,-1.59574259775472,0.0209494161480942,0.0399048367080295
"24824","X",14499063,14499463,401,"*",3.48898466631064,4.06838631476573,2.5055397627958,1.56284655196993,0.0209594638622813,0.039921007234456
"6665","14",92408078,92408478,401,"*",3.76629079280275,4.313066376487,2.87513737208347,1.43792900440352,0.0209875741146981,0.0399715760982979
"19985","6",143759653,143760053,401,"*",4.35521954702771,3.44783603807487,4.9079397695264,-1.46010373145153,0.0209993731668336,0.0399910744956962
"7276","15",86645930,86646330,401,"*",4.85079118746374,5.27229530308844,4.2528078427358,1.01948746035263,0.02100272552265,0.0399944853544604
"5286","12",106296150,106296550,401,"*",5.04264539486221,4.54527583734216,5.41180785331539,-0.866532015973228,0.021017345908262,0.0400193512812041
"2008","1",238119832,238120232,401,"*",4.96151447513773,4.21902724739784,5.44930126270957,-1.23027401531172,0.0210279946926237,0.0400366517055336
"11640","2",219656711,219657111,401,"*",6.03113074316054,6.33260647136883,5.6495491062229,0.68305736514593,0.021044462347261,0.0400650276839418
"14585","3",172285870,172286270,401,"*",4.39186457275287,3.48771167541952,4.94340877967794,-1.45569710425842,0.0210841303662048,0.0401375656555218
"3908","11",95831191,95831591,401,"*",4.46717795156465,4.92164892324138,3.79995979826635,1.12168912497503,0.0210908298418237,0.0401473357530026
"12989","22",29622016,29622416,401,"*",6.3574639497054,5.97737280694982,6.65801055380296,-0.680637746853142,0.021102093344825,0.0401657915827788
"4697","12",45268617,45269017,401,"*",4.87919242341644,4.15447069777544,5.35933990076366,-1.20486920298822,0.0211240656142985,0.0402035881746216
"8625","18",9654898,9655298,401,"*",5.25538816533608,5.6225980494439,4.76157189996054,0.861026149483362,0.0211250896638978,0.0402035881746216
"7642","16",57816353,57816753,401,"*",5.63849206966734,5.1983432561853,5.97527979566952,-0.776936539484222,0.0211376184557547,0.0402244435303924
"19304","6",88178186,88178586,401,"*",4.65114484865628,5.10148543820233,3.99287381814135,1.10861162006098,0.0211398728607711,0.0402257452979879
"7953","17",13480510,13480910,401,"*",5.14024428237489,5.51889973945118,4.62540395153823,0.893495787912944,0.0211473298538712,0.0402369458171851
"12245","20",14634691,14635091,401,"*",4.40555431287812,4.85694410580754,3.74501820078428,1.11192590502326,0.0211578200425081,0.0402539154938271
"8229","17",51373487,51373887,401,"*",5.21714154771943,5.61914009047029,4.65790866295815,0.961231427512144,0.0211700873834209,0.0402742635286825
"5795","13",61396326,61396726,401,"*",4.01271931126768,4.51886795584451,3.22621296518479,1.29265499065972,0.0212017519306057,0.0403315073113318
"7859","16",86584308,86584708,401,"*",4.56640303512282,4.99717433111844,3.94944862070061,1.04772571041783,0.0212062132661033,0.0403369985167076
"22457","8",60413801,60414201,401,"*",5.65613646816079,5.07921243194795,6.0671378766699,-0.987925444721954,0.0212122793503149,0.0403455411224879
"15218","4",24105731,24106131,401,"*",4.40456226626012,3.7186705775893,4.86753436847078,-1.14886379088148,0.0212227335562756,0.0403613466919811
"5039","12",79409569,79409969,401,"*",3.62353541915224,2.50808134989423,4.24501685137751,-1.73693550148329,0.0212237406285519,0.0403613466919811
"25204","X",82412846,82413246,401,"*",4.15102250299941,3.34063083335874,4.66680858733485,-1.32617775397611,0.0212327213799698,0.0403754280208823
"50","1",8740128,8740528,401,"*",5.24978510792283,4.68881703315264,5.65267406547843,-0.963857032325785,0.0212460423162849,0.0403955436375046
"18916","6",44016353,44016753,401,"*",4.0475847284392,4.54423687465284,3.28408198487625,1.26015488977659,0.0212464537565623,0.0403955436375046
"11218","2",177172252,177172652,401,"*",3.20134278355826,1.87918248950789,3.87947273262274,-2.00029024311484,0.0212579720916,0.0404144436023768
"7300","15",87723320,87723720,401,"*",6.84152330318704,6.49530731156156,7.12052541359446,-0.625218102032896,0.0212666351656975,0.0404279129057148
"4251","11",124716573,124716973,401,"*",4.11887678633839,3.22702090059731,4.66591156119266,-1.43889066059534,0.0212773705690107,0.0404453194193959
"24364","9",98450437,98450837,401,"*",4.31197564444369,3.49052233802528,4.83214981943143,-1.34162748140615,0.021283717473382,0.0404543820433444
"8519","18",463898,464298,401,"*",6.55759241599842,6.83297346332858,6.21694395117693,0.616029512151647,0.0212900701778926,0.0404634543461119
"3839","11",92528097,92528497,401,"*",5.09877377874237,5.49448359451826,4.5517067758275,0.942776818690753,0.0213094352928303,0.0404972545783175
"3197","10",116114040,116114440,401,"*",7.31953540033059,7.05099281018375,7.54584940309604,-0.49485659291229,0.0213275191423763,0.04052861501121
"10730","2",143110723,143111123,401,"*",4.1911730175369,4.66713417207457,3.47605542488044,1.19107874719412,0.0213397942345286,0.0405489332476585
"3011","10",91414827,91415227,401,"*",6.35134591144688,6.67309506132252,5.93660660453977,0.736488456782754,0.0213465620069063,0.0405587844807085
"20775","7",36483831,36484231,401,"*",4.4296468222978,3.71681803582075,4.90460439179683,-1.18778635597608,0.0213744646711181,0.0406087878821747
"3259","10",126425064,126425464,401,"*",3.67514479208079,4.25812965243112,2.68106149938686,1.57706815304426,0.0213820501792506,0.0406201866947258
"19931","6",140602887,140603287,401,"*",4.3296646612101,4.79439324131071,3.63987052748877,1.15452271382195,0.0213977136876097,0.0406469287224183
"22123","8",29675508,29675908,401,"*",5.40380194313456,5.76697448469969,4.9172900496387,0.849684435060984,0.0214011446519519,0.040650431662791
"10540","2",113456885,113457285,401,"*",2.89909049853338,3.57184639702676,1.59823268612491,1.97361371090185,0.0214056261133062,0.0406559293036591
"10583","2",124908390,124908790,401,"*",4.24889579629802,4.79411496308817,3.36195078391867,1.4321641791695,0.0214218708438509,0.0406825298136785
"12112","20",9482990,9483390,401,"*",4.45491211079465,4.97096029146103,3.64386305792966,1.32709723353137,0.0214228078020265,0.0406825298136785
"3395","11",15863399,15863799,401,"*",4.37222270246787,4.85153040102879,3.64943494424808,1.20209545678071,0.0214300788209795,0.0406933209101713
"15712","4",82792861,82793261,401,"*",5.71962056995609,6.0468823711121,5.2956495049588,0.7512328661533,0.0214481341326914,0.0407245870538153
"25529","X",146160758,146161158,401,"*",4.77498458510597,5.19657214492386,4.17683206761285,1.01974007731101,0.0214664016863751,0.0407562515266961
"17475","5",90548109,90548509,401,"*",6.13503130107203,6.4295506637589,5.76454869072731,0.665001973031583,0.0214935973077916,0.0408048609379968
"18543","6",10451831,10452231,401,"*",5.25578994401025,4.60533666712481,5.70249069950456,-1.09715403237975,0.0215613464312541,0.0409304468788354
"926","1",111920209,111920609,401,"*",4.86722412159508,4.10436001376382,5.36360955426838,-1.25924954050456,0.0215752738260443,0.0409538506356392
"22722","8",81193913,81194313,401,"*",5.06975473726245,5.4591779356621,4.53469562219087,0.924482313471232,0.0215826861538535,0.0409648850412798
"6934","15",49830359,49830759,401,"*",3.30992151171697,3.91076401257011,2.2612050141955,1.64955899837461,0.0216055716256103,0.0410052843418265
"22536","8",66235976,66236376,401,"*",3.72076280527375,4.26390114770946,2.83941799183021,1.42448315587925,0.0216104849710445,0.0410115708266614
"3264","10",126585537,126585937,401,"*",5.43872103563803,5.79431626918769,4.96576457998122,0.82855168920647,0.0216277638175463,0.0410413214275328
"18354","5",169610664,169611064,401,"*",4.17802702021992,4.68250970000081,3.39559381851091,1.28691588148989,0.021630757510752,0.0410439618070685
"10010","2",45177908,45178308,401,"*",4.05439857799041,3.1842817742719,4.59333145047381,-1.40904967620192,0.0216499957849237,0.0410774233039483
"302","1",47374194,47374594,401,"*",5.04318388986662,4.34920259011846,5.50978945837168,-1.16058686825322,0.0216558213865412,0.0410854333163708
"9255","19",21569128,21569528,401,"*",6.33650362439295,5.92199137270977,6.65811647890852,-0.73612510619875,0.0216585823168234,0.041087628277253
"24006","9",70954131,70954531,401,"*",4.16958137354789,3.41595145478334,4.66209154789681,-1.24614009311346,0.0216862182029827,0.0411370087002077
"11432","2",200159357,200159757,401,"*",4.44436000223767,4.90247020957819,3.76919094865006,1.13327926092813,0.0216897792321023,0.0411407171276958
"8148","17",41000541,41000941,401,"*",5.66205868364321,6.01434688859139,5.19495656522837,0.819390323363021,0.0216997342559971,0.0411565521028893
"9891","2",37454956,37455356,401,"*",5.39556645770472,4.9106977800999,5.7578263606661,-0.847128580566194,0.021718209042388,0.0411885424468655
"13034","22",37279472,37279872,401,"*",5.99552178811768,6.30846493810946,5.59533595519686,0.713128982912607,0.0217246512890654,0.0411977100548342
"24994","X",37912111,37912511,401,"*",4.81915493041984,5.26345801557167,4.17381770188293,1.08964031368874,0.0217316845565418,0.0412079970094289
"7806","16",76955684,76956084,401,"*",4.91832154121834,5.31701020847152,4.36551118457499,0.951499023896536,0.0217446018810872,0.041229439066316
"4089","11",110251842,110252242,401,"*",5.7456624703252,6.09035664494961,5.29186449375867,0.798492151190937,0.0217811304493219,0.0412956433713145
"8609","18",9025388,9025788,401,"*",6.72047155030888,6.39806487393011,6.98382492229381,-0.585760048363698,0.0217833339673866,0.0412965854106022
"501","1",67983832,67984232,401,"*",4.35150152335922,3.64630164282472,4.82309740337052,-1.1767957605458,0.0217851243603347,0.0412965854106022
"3843","11",92596634,92597034,401,"*",3.74886396107119,2.71127748101655,4.34614078494919,-1.63486330393264,0.0217864637429293,0.0412965854106022
"24665","X",3241277,3241677,401,"*",4.2411885944674,3.5036147071864,4.72687604019345,-1.22326133300706,0.0217920795211,0.041304173807806
"14918","3",190634382,190634782,401,"*",5.85288321285794,5.40968399391023,6.19144819402672,-0.781764200116486,0.0218156610901954,0.0413458104828681
"13665","3",71069770,71070170,401,"*",4.56918248824558,5.05920934957125,3.82142609604053,1.23778325353072,0.0218279839730673,0.0413661047165859
"12704","21",26149127,26149527,401,"*",5.90305433545143,6.21485449462075,5.50474031426616,0.710114180354581,0.021861241061984,0.0414260653235524
"19980","6",143405778,143406178,401,"*",5.05785425227104,4.54006457546457,5.43809487345002,-0.898030297985449,0.0218673701751107,0.0414346145725006
"14577","3",172140414,172140814,401,"*",3.779653916354,4.31316036938179,2.92384933557217,1.38931103380962,0.0218787346769795,0.0414530819146085
"16098","4",141155555,141155955,401,"*",5.58268692456448,5.94396320293181,5.09958601935035,0.844377183581452,0.021883589281121,0.0414592132996964
"10115","2",54658554,54658954,401,"*",5.94214606989313,6.27385568719145,5.51065719846264,0.763198488728809,0.0218881883258926,0.0414624421022332
"10344","2",79585649,79586049,401,"*",7.48025854440677,7.69657294636796,7.2256905750664,0.470882371301557,0.0218885307834361,0.0414624421022332
"11188","2",174802465,174802865,401,"*",4.90220751281282,4.36442432779826,5.2930638744789,-0.928639546680638,0.0218920952330003,0.0414661277350292
"15596","4",72971560,72971960,401,"*",6.08037096540244,6.3732286270969,5.71251918208157,0.66070944501533,0.0219097940045919,0.0414965828629667
"24884","X",18654883,18655283,401,"*",5.5179078571392,5.85604109281573,5.07545060695296,0.780590485862769,0.0219220134149716,0.0415166564866118
"21766","7",134746552,134746952,401,"*",5.32256420478212,5.70972889720777,4.7917820414659,0.91794685574187,0.0219246170975421,0.0415185178953677
"24105","9",78567702,78568102,401,"*",4.57252000193015,3.94878325630434,5.00656070875647,-1.05777745245213,0.0219289424591264,0.0415236391213026
"10173","2",62654978,62655378,401,"*",4.0333952476355,3.2132026166927,4.5530716879814,-1.3398690712887,0.0219338319495712,0.0415298277197291
"1457","1",182614938,182615338,401,"*",4.24057905092414,3.504752979462,4.72551723555787,-1.22076425609587,0.0219368617679657,0.0415318709892723
"6856","15",39488919,39489319,401,"*",4.72004497251032,5.14699222469725,4.11096389221634,1.03602833248091,0.0219381537459339,0.0415318709892723
"19811","6",133396934,133397334,401,"*",5.43230483358256,5.79161417824161,4.9527288211095,0.838885357132113,0.0219600211006092,0.041570196609016
"12778","21",34111822,34112222,401,"*",3.2149986145978,3.84385712999923,2.07467874156202,1.7691783884372,0.0219804526805231,0.0416057988520121
"19091","6",56713325,56713725,401,"*",5.29769130745094,5.70356845541726,4.73087684429288,0.972691611124377,0.0220010923202647,0.0416417896317349
"19492","6",112203915,112204315,401,"*",5.18789355889366,5.56132962983443,4.68269929817528,0.878630331659148,0.0220062852130343,0.0416485409691236
"3959","11",101618709,101619109,401,"*",3.81621552986317,2.80600756675874,4.40456469720644,-1.5985571304477,0.0220182989116117,0.0416681992405323
"24133","9",79858529,79858929,401,"*",3.91455654375836,4.43872206183871,3.08293796075891,1.3557841010798,0.0220255992081075,0.0416760932574997
"25114","X",46723386,46723786,401,"*",4.85539555749577,5.28212395618892,4.24676314883712,1.0353608073518,0.0220271096018079,0.0416760932574997
"1783","1",218665222,218665622,401,"*",5.3365465084119,5.69190161100381,4.86401640322686,0.827885207776954,0.0220273511326237,0.0416760932574997
"14915","3",190486271,190486671,401,"*",6.33607124347471,6.62501143409259,5.97439081392441,0.650620620168176,0.0220539001461544,0.041723242698958
"13252","3",25423756,25424156,401,"*",4.65512466016421,5.11168982792841,3.98333897102792,1.12835085690048,0.0220681243758906,0.041747069936697
"11514","2",207163488,207163888,401,"*",5.55954608483465,5.91659821208099,5.08399869730099,0.832599514779997,0.0220815637914147,0.0417663924183349
"16739","5",35855954,35856354,401,"*",4.85409973563938,5.27937991377571,4.24843110202949,1.03094881174622,0.0220815994894406,0.0417663924183349
"16451","4",188934427,188934827,401,"*",6.73322181259062,7.00182557385443,6.40289916367095,0.598926410183485,0.0220948474288313,0.0417883647177305
"2647","10",61063078,61063478,401,"*",4.85961483695988,5.2704956590201,4.28292993377045,0.987565725249655,0.0221155866562284,0.0418245011285306
"23972","9",69811152,69811552,401,"*",5.88263198298143,5.43220107851998,6.22538669635674,-0.793185617836762,0.0221247254427103,0.0418377482783325
"8893","18",44969253,44969653,401,"*",5.1946997696049,5.57484528683938,4.67708730417489,0.897757982664491,0.0221258578984451,0.0418377482783325
"3062","10",95266647,95267047,401,"*",5.36306639471006,5.74228990097957,4.84717022075479,0.895119680224788,0.0221304906363455,0.0418434195557001
"15","1",4398187,4398587,401,"*",4.74979645953113,4.19196762274423,5.15107332601919,-0.959105703274957,0.0221510359389227,0.0418791745967558
"20158","6",152111236,152111636,401,"*",5.55032050826481,5.05370647157276,5.91906842291422,-0.86536195134146,0.0221674419144948,0.0419070990466198
"3969","11",102110080,102110480,401,"*",5.68571207114547,5.2356393817576,6.0282600294208,-0.792620647663209,0.0221769239318113,0.04192193073849
"7353","15",92801428,92801828,401,"*",6.36326126034596,6.63636049301665,6.02610303226881,0.610257460747838,0.022179751602284,0.0419241821903857
"14835","3",188286132,188286532,401,"*",6.27323143698478,6.55448294716486,5.92353898071596,0.6309439664489,0.0221850540642653,0.0419311108175473
"12377","20",38604908,38605308,401,"*",6.36946101668731,5.97121722246299,6.68121824641518,-0.710001023952183,0.0221935089331156,0.0419439962247816
"870","1",102941427,102941827,401,"*",3.28656633488858,3.89451373229462,2.21532925559716,1.67918447669746,0.022197432674823,0.0419483168866298
"21236","7",84207024,84207424,401,"*",5.50304615088828,5.86270213491536,5.02284990799118,0.839852226924174,0.0222548455846958,0.0420537123412193
"5563","13",36533756,36534156,401,"*",3.79417903867283,4.32951293349019,2.93357640632065,1.39593652716955,0.0222634677729422,0.0420669020042552
"3892","11",95512605,95513005,401,"*",5.52723040902702,5.87884409998182,5.06131780981147,0.81752629017035,0.022277752574372,0.0420879710594385
"46","1",8238959,8239359,401,"*",4.18610234660216,4.66492607001858,3.46442747133149,1.20049859868708,0.022277904418915,0.0420879710594385
"16952","5",56677705,56678105,401,"*",4.75869652456091,5.22164243680211,4.07286290762104,1.14877952918107,0.0222798145565051,0.0420884756400764
"18477","6",3883964,3884364,401,"*",4.84093856356257,5.26525254474223,4.23724221585344,1.0280103288888,0.0223223841488836,0.0421657836706587
"10554","2",118606412,118606812,401,"*",3.60967712541978,4.19769721528659,2.6004652838621,1.59723193142449,0.0223455411216364,0.0422064136094851
"4540","12",25327980,25328380,401,"*",3.60306859266462,4.17924117500521,2.62912151813922,1.55011965686599,0.0223672758324044,0.0422443488712122
"4411","12",10392399,10392799,401,"*",5.52287190394296,5.90575476511799,5.00014541126814,0.905609353849848,0.0223689236449533,0.0422443488712122
"322","1",51569782,51570182,401,"*",5.52495324438768,5.05021417103923,5.8815512912038,-0.831337120164569,0.0223722753920854,0.0422475640577706
"689","1",89946362,89946762,401,"*",3.88277212671162,4.4171860462427,3.02458769559345,1.39259835064925,0.0223824666798035,0.0422636935330861
"4360","11",134101310,134101710,401,"*",3.52287164457121,2.231820014908,4.19312006450859,-1.96130004960058,0.022386058252589,0.0422673596372315
"4804","12",58097662,58098062,401,"*",4.19895497738021,4.67689251904027,3.4793146562414,1.19757786279887,0.0224033397131374,0.0422968713216191
"11213","2",176545008,176545408,401,"*",4.0201558728171,3.04286407519509,4.59746884322685,-1.55460476803176,0.0224078268635606,0.0423022251409071
"7033","15",60423516,60423916,401,"*",4.97668167515367,5.38108205162948,4.41276098702273,0.968321064606751,0.0224110482723982,0.0423051888390386
