"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001224","GO:2001224","positive regulation of neuron migration","7/4047","18/18986",0.388888888888889,1.82442412761167,1.82132443742689,0.0690542922221458,0.201662695932353,0.14701730431903,"653464/57698/23060/9693/25836/57556/1812",7
"GO:0030901","GO:0030901","midbrain development","26/4047","92/18986",0.282608695652174,1.32582374491035,1.63051886703819,0.0697607534788793,0.203632056749439,0.14845301912598,"11240/79971/22943/9231/2746/4040/1215/4155/80264/10971/6654/805/4929/522/1499/7474/7707/2247/4086/10409/3340/8321/80853/6469/8323/79109",26
"GO:0051961","GO:0051961","negative regulation of nervous system development","39/4047","146/18986",0.267123287671233,1.2531758684769,1.59834095011951,0.0699122644769783,0.203980447827725,0.148707005203779,"9682/1600/22920/11221/8829/22943/657/5728/6653/57609/23111/23405/283659/999/6860/5802/7040/57142/3553/4133/351/4771/1499/7474/6092/5783/6696/5530/7097/9693/9037/1495/3400/3569/10371/3475/5764/9355/2258",39
"GO:0007622","GO:0007622","rhythmic behavior","15/4047","48/18986",0.3125,1.4660551025451,1.68268169011867,0.0703800209409802,0.204968077515444,0.149427012707808,"2475/5728/153/3784/4544/1813/11245/463/9975/22871/8087/1437/114781/1392/10499",15
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","15/4047","48/18986",0.3125,1.4660551025451,1.68268169011867,0.0703800209409802,0.204968077515444,0.149427012707808,"4853/10413/406911/1948/5587/2252/1001/406991/8626/374/27152/135228/5796/6591/8573",15
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","15/4047","48/18986",0.3125,1.4660551025451,1.68268169011867,0.0703800209409802,0.204968077515444,0.149427012707808,"7292/3142/2625/3606/406991/4092/9655/2033/64332/604/4976/3558/8767/6461/301",15
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","15/4047","48/18986",0.3125,1.4660551025451,1.68268169011867,0.0703800209409802,0.204968077515444,0.149427012707808,"6375/7292/3142/3606/406991/9655/940/2033/7048/64332/4976/9308/8767/6461/301",15
"GO:0009308","GO:0009308","amine metabolic process","33/4047","121/18986",0.272727272727273,1.27946627131208,1.60511007308081,0.0705491000542634,0.205366196257087,0.149717251534204,"7412/7042/2625/1813/9971/9365/4947/2903/406991/23498/2034/130013/3176/8942/4929/54498/3642/23657/1909/6999/635/501/1812/26002/5071/11185/222236/136319/169355/438/6611/6303/340595",33
"GO:0001974","GO:0001974","blood vessel remodeling","16/4047","52/18986",0.307692307692308,1.44350040865979,1.66680827958207,0.071363365677641,0.206824425615119,0.15078033833023,"23418/1636/7040/634/2034/182/3516/1909/4883/4208/9474/84870/10512/55636/2131/4693",16
"GO:0007528","GO:0007528","neuromuscular junction development","16/4047","52/18986",0.307692307692308,1.44350040865979,1.66680827958207,0.071363365677641,0.206824425615119,0.15078033833023,"288/8495/8496/8825/23077/10243/4734/10939/1134/351/9215/23024/2149/4593/3371/1287",16
"GO:0045214","GO:0045214","sarcomere organization","16/4047","52/18986",0.307692307692308,1.44350040865979,1.66680827958207,0.071363365677641,0.206824425615119,0.15078033833023,"3688/84665/8048/1466/4604/5587/1073/7168/11214/3880/8736/80206/27302/859/51778/1906",16
"GO:0045776","GO:0045776","negative regulation of blood pressure","16/4047","52/18986",0.307692307692308,1.44350040865979,1.66680827958207,0.071363365677641,0.206824425615119,0.15078033833023,"5724/2702/55328/153/5547/143872/1813/9365/4843/8195/27131/7424/154/1268/6648/1392",16
"GO:0001778","GO:0001778","plasma membrane repair","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"6281/26509/840/79026/302/51652/4627/859/25978/51510",10
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"6121/3158/8644/8854/10170/5947/79644/27235/57107/64577",10
"GO:0021854","GO:0021854","hypothalamus development","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"4808/8829/8648/8828/1499/5454/9723/1392/190/6658",10
"GO:0042403","GO:0042403","thyroid hormone metabolic process","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"1733/2625/1734/7849/1081/389434/1508/115111/10404/6567",10
"GO:0090594","GO:0090594","inflammatory response to wounding","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"3091/6774/406991/7040/3552/5468/64332/2149/5601/3569",10
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","10/4047","29/18986",0.344827586206897,1.61771597522217,1.73266325900837,0.0713761103060846,0.206824425615119,0.15078033833023,"26052/6093/4638/22871/114781/51429/5071/154664/5533/4983",10
"GO:0043297","GO:0043297","apical junction assembly","23/4047","80/18986",0.2875,1.34877069434149,1.62703273941507,0.0715719390271613,0.207108033416644,0.15098709572912,"50848/56288/7414/9231/9071/5583/1003/6093/9475/10152/9073/5010/9076/10686/5062/1739/324/1495/49861/4301/137075/6591/79977",23
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","23/4047","80/18986",0.2875,1.34877069434149,1.62703273941507,0.0715719390271613,0.207108033416644,0.15098709572912,"5567/3988/8301/4756/3658/4645/7040/2034/3694/79901/30061/26154/28512/26234/3791/654/114781/221395/6648/358/1080/2131/9843",23
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","23/4047","80/18986",0.2875,1.34877069434149,1.62703273941507,0.0715719390271613,0.207108033416644,0.15098709572912,"5999/3688/6506/81539/54407/55089/246213/6541/145389/6510/6519/6509/151258/115286/10550/152078/23657/6507/153129/7957/80727/10165/11254",23
"GO:0044703","GO:0044703","multi-organism reproductive process","54/4047","210/18986",0.257142857142857,1.20635391295139,1.56506347781109,0.0716430105044401,0.207219158973855,0.15106810912521,"5724/6513/5737/5743/824/5858/5744/81539/54407/730249/113/4313/3690/81671/406991/1636/64750/7040/5669/8605/6869/3553/92/6670/3485/5270/952/3490/6696/5618/4012/2201/8614/1906/5617/53405/1268/639/2697/10370/2099/5764/1508/6781/253943/1392/63978/6013/8434/5125/4693/367/139596/2182",54
"GO:0001707","GO:0001707","mesoderm formation","22/4047","76/18986",0.289473684210526,1.35802998972598,1.6277645163818,0.0720076523918425,0.207735562652082,0.151444580719832,"79971/9095/3688/22943/657/8091/7296/652/4088/3690/4087/57669/90/2139/4771/8320/7474/4086/2697/3624/60412/9314",22
"GO:0045806","GO:0045806","negative regulation of endocytosis","22/4047","76/18986",0.289473684210526,1.35802998972598,1.6277645163818,0.0720076523918425,0.207735562652082,0.151444580719832,"406988/8301/8898/3146/5587/382/3958/302/3690/7040/8291/3685/11252/2042/5359/9711/7097/79772/9474/5879/857/6386",22
"GO:0072678","GO:0072678","T cell migration","22/4047","76/18986",0.289473684210526,1.35802998972598,1.6277645163818,0.0720076523918425,0.207735562652082,0.151444580719832,"1901/50848/6375/27/6387/8772/23143/102/6347/3690/6868/27347/6364/351/9943/7474/10563/9750/2770/81704/25/4478",22
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","17/4047","56/18986",0.303571428571429,1.42416781390095,1.65450299147923,0.0720180517534178,0.207735562652082,0.151444580719832,"23566/1131/3363/4544/3356/6347/4158/3973/10203/3269/5745/1812/3354/1268/4988/4852/301",17
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","17/4047","56/18986",0.303571428571429,1.42416781390095,1.65450299147923,0.0720180517534178,0.207735562652082,0.151444580719832,"10413/3845/10253/161742/6662/200734/3552/2487/6772/182/1499/8626/10252/10468/857/2146/1903",17
"GO:1904645","GO:1904645","response to amyloid-beta","17/4047","56/18986",0.303571428571429,1.42416781390095,1.65450299147923,0.0720180517534178,0.207735562652082,0.151444580719832,"7412/4322/3479/3480/4363/4313/773/2043/5621/351/2932/154/2309/2534/3066/2697/948",17
"GO:0046324","GO:0046324","regulation of D-glucose import","18/4047","60/18986",0.3,1.40741289844329,1.64509931297979,0.0724004935441499,0.208743786613883,0.152179601980598,"23596/10580/6506/1389/114882/3479/8660/4205/1636/4780/3667/55022/5584/5295/5167/2887/51422/2719",18
"GO:0051055","GO:0051055","negative regulation of lipid biosynthetic process","20/4047","68/18986",0.294117647058824,1.37981656710127,1.63305905198184,0.0725233067816939,0.20900287819913,0.152368486425778,"23352/2672/476/8644/27122/10464/81542/8816/145264/634/51141/5155/4790/55294/8622/100302288/653/6591/406987/190",20
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","19/4047","64/18986",0.296875,1.39275234741784,1.63808486104481,0.0725564455050735,0.209003421361799,0.152368882405367,"1435/4853/50604/7189/8772/4254/8600/146433/5578/57521/7040/841/1385/861/5530/8737/4739/7071/10221",19
"GO:0016054","GO:0016054","organic acid catabolic process","63/4047","249/18986",0.253012048192771,1.18697473362687,1.54576584738101,0.0731199292069308,0.210435440544266,0.153412861307693,"84879/23576/56267/5825/80896/2746/2805/219970/5095/8660/89874/384/4329/6652/2108/10588/11057/84706/4843/51268/406991/9663/10449/23175/23498/55289/130013/3176/8942/8647/2571/2744/3667/5105/10478/26061/9942/3081/56922/5860/6999/64087/3074/3295/10007/84830/54511/594/1268/55862/383/64577/51390/7291/11112/1738/6718/169355/5828/1666/10247/2747/3423",63
"GO:0046395","GO:0046395","carboxylic acid catabolic process","63/4047","249/18986",0.253012048192771,1.18697473362687,1.54576584738101,0.0731199292069308,0.210435440544266,0.153412861307693,"84879/23576/56267/5825/80896/2746/2805/219970/5095/8660/89874/384/4329/6652/2108/10588/11057/84706/4843/51268/406991/9663/10449/23175/23498/55289/130013/3176/8942/8647/2571/2744/3667/5105/10478/26061/9942/3081/56922/5860/6999/64087/3074/3295/10007/84830/54511/594/1268/55862/383/64577/51390/7291/11112/1738/6718/169355/5828/1666/10247/2747/3423",63
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport","40/4047","151/18986",0.264900662251656,1.24274869619717,1.55874009462326,0.0748412267878598,0.214907416677297,0.15667304719888,"9635/23507/84230/55144/3776/3775/1244/6506/55107/196527/9498/246213/121601/10257/2567/4363/85320/8714/6509/57282/6508/54102/9497/55129/200959/2560/2743/6507/8737/53405/2570/57120/80727/375611/1811/1080/115111/1183/2742/2564",40
"GO:0032602","GO:0032602","chemokine production","29/4047","105/18986",0.276190476190476,1.2957134620589,1.58148249253715,0.0748828905333521,0.214907416677297,0.15667304719888,"7292/3606/9971/3146/3091/384/5607/136/4155/7040/6868/9655/3553/351/7474/27086/6372/7097/114899/55914/2150/85480/7291/3569/6591/8767/9314/22954/51284",29
"GO:0032642","GO:0032642","regulation of chemokine production","29/4047","105/18986",0.276190476190476,1.2957134620589,1.58148249253715,0.0748828905333521,0.214907416677297,0.15667304719888,"7292/3606/9971/3146/3091/384/5607/136/4155/7040/6868/9655/3553/351/7474/27086/6372/7097/114899/55914/2150/85480/7291/3569/6591/8767/9314/22954/51284",29
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","29/4047","105/18986",0.276190476190476,1.2957134620589,1.58148249253715,0.0748828905333521,0.214907416677297,0.15667304719888,"79699/64326/5728/144165/55743/25831/8313/4092/28951/9655/4780/859/2932/25898/1950/55294/57630/1601/153769/1452/5601/2729/84456/5071/57154/2185/10221/5747/23287",29
"GO:0001675","GO:0001675","acrosome assembly","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"64645/282809/375189/3267/23315/6691/11063/81833/9519/1124/157680",11
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"5058/89795/6249/122060/23332/859/57606/4131/5879/10142/4233",11
"GO:0031128","GO:0031128","developmental induction","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"7482/22943/652/6662/1499/6092/6091/2247/10252/2246/28996",11
"GO:0035774","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"55107/9971/3091/7447/2641/6514/6717/1080/1392/55638/114",11
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"2113/3091/6774/92/6772/3635/60682/2309/3624/5591/407007",11
"GO:0048566","GO:0048566","embryonic digestive tract development","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"7042/3142/8854/6928/5915/5156/3576/25836/2737/6469/5125",11
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"4146/10269/25987/4322/8313/6662/2355/5915/7048/6781/2131",11
"GO:0099560","GO:0099560","synaptic membrane adhesion","11/4047","33/18986",0.333333333333333,1.56379210938143,1.68712834245283,0.0750803776378514,0.214907416677297,0.15667304719888,"57689/5802/23767/3556/8404/1007/1004/1946/64101/5789/2239",11
"GO:0002263","GO:0002263","cell activation involved in immune response","79/4047","319/18986",0.247648902821317,1.16181420038683,1.51700093539972,0.0755809307233047,0.216242599719405,0.15764643005839,"2475/257101/5724/3716/4853/8995/7292/5788/3142/9156/2625/54518/57089/8729/23075/117194/9846/5450/3606/867/3146/3936/3958/440275/5873/164/136/6774/406991/4092/7040/634/5581/9655/2956/8291/9111/55183/6775/940/55619/5105/351/2033/23228/8320/4292/27086/64332/56941/604/4976/7468/116449/306/3558/59067/5734/4064/2150/2241/80762/1794/3569/2185/56892/4067/8767/4683/1015/6482/3456/3467/338376/6461/301/25/139818/6845",79
"GO:0045598","GO:0045598","regulation of fat cell differentiation","39/4047","147/18986",0.26530612244898,1.2446508625689,1.54984274590473,0.0762592371263956,0.218084914829904,0.158989525269924,"5743/11221/406/10413/7704/1389/11197/374462/84935/2308/3356/115825/688/60485/4088/79068/406991/8313/7040/28951/406915/2487/1385/182/5468/406929/7474/25937/166379/7204/3400/5167/6648/3569/222236/6591/6788/23414/8840",39
"GO:0002089","GO:0002089","lens morphogenesis in camera-type eye","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"8412/652/4211/10152/1499/25945/10370/28996",8
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"10451/5058/5581/6714/2534/4067/5747/25",8
"GO:0019400","GO:0019400","alditol metabolic process","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"2805/6652/2820/116255/5105/256356/2712/27235",8
"GO:0032401","GO:0032401","establishment of melanosome localization","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"4644/5873/1001/55686/79083/8195/434/63915",8
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"7042/55801/57551/3552/10550/10392/8767/4281",8
"GO:0035739","GO:0035739","CD4-positive, alpha-beta T cell proliferation","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"6375/384/940/7048/868/3558/80762/8767",8
"GO:0036092","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"7405/472/5289/5291/5290/8821/9896/8871",8
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"10451/5058/5581/6714/2534/4067/5747/25",8
"GO:0051904","GO:0051904","pigment granule transport","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"4644/5873/1001/55686/79083/8195/434/63915",8
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"8829/59277/55727/2252/7052/10512/6469/6591",8
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"7042/55801/57551/3552/10550/10392/8767/4281",8
"GO:2000561","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","8/4047","22/18986",0.363636363636364,1.70595502841611,1.72438621499792,0.0772086751011835,0.219611939985115,0.16010276597569,"6375/384/940/7048/868/3558/80762/8767",8
"GO:0003230","GO:0003230","cardiac atrium development","12/4047","37/18986",0.324324324324324,1.52152745777653,1.65270762918161,0.0778374028136605,0.221201902350828,0.161261889530471,"3491/4853/2702/7042/3480/6654/27302/90/7474/7468/287/6659",12
"GO:0045880","GO:0045880","positive regulation of smoothened signaling pathway","12/4047","37/18986",0.324324324324324,1.52152745777653,1.65270762918161,0.0778374028136605,0.221201902350828,0.161261889530471,"92344/5396/9231/79659/64927/22856/2121/27152/1495/3340/6469/2719",12
"GO:0071695","GO:0071695","anatomical structure maturation","69/4047","276/18986",0.25,1.17284408203608,1.5055088091041,0.0780151008143975,0.221607606119894,0.161557658037405,"473/23028/23318/1901/7042/2625/7704/399979/59277/3479/675/81624/1910/3091/123041/342035/8854/646/11057/4313/1003/865/1001/388364/7040/2034/29842/4929/151254/631/30813/9334/351/5468/1618/1499/4057/5745/7474/8419/9175/3516/3791/26057/59067/1909/81792/347732/1906/23294/6954/860/2309/2697/84456/1811/1738/4897/1080/26047/2185/4342/2131/5991/8434/6461/79670/10507/10159",69
"GO:0046209","GO:0046209","nitric oxide metabolic process","25/4047","89/18986",0.280898876404494,1.31780233936638,1.56410822874203,0.0788538882705025,0.223314928938156,0.162802340387716,"23576/9722/5743/22914/384/4088/4775/4843/9475/3553/92/351/5291/5311/7097/1906/2099/4988/6648/5879/948/857/2185/3717/9314",25
"GO:0001824","GO:0001824","blastocyst development","32/4047","118/18986",0.271186440677966,1.27223764831032,1.54396479574255,0.0789366428557427,0.223314928938156,0.162802340387716,"824/338596/80312/10413/4848/3479/26524/675/10161/5890/92521/6928/5932/57142/6670/8452/9837/8320/4071/79718/86/84525/9782/10370/7784/402569/63978/4683/64168/23081/9314/57187",32
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","32/4047","118/18986",0.271186440677966,1.27223764831032,1.54396479574255,0.0789366428557427,0.223314928938156,0.162802340387716,"9860/56776/51322/282679/23077/9101/302/4088/2903/9683/80011/54971/4843/11011/6093/4089/5270/29761/7078/2272/23429/2534/1956/6469/55353/8667/51105/57589/5774/8239/4983/4534",32
"GO:0007281","GO:0007281","germ cell development","95/4047","390/18986",0.243589743589744,1.14277115685566,1.48277123593185,0.0793161854478999,0.223314928938156,0.162802340387716,"2475/8672/23318/9077/64645/200162/55811/259266/51742/56776/219681/5592/7073/10658/9702/472/7704/83700/93661/8549/282809/144535/3479/675/54937/22862/652/317761/23093/145508/646/11057/83449/83990/375189/90/151254/79582/3267/80025/8195/26074/598/6714/23315/54456/1618/4292/1499/83893/5290/8087/2119/6691/2712/658/8654/1909/79925/3074/2241/347732/11063/9425/1906/346171/6954/85315/81833/51465/639/2309/84071/9519/9444/1124/346288/7784/57639/1811/1738/1080/5764/55124/2185/4342/27067/157680/1761/6595/6461/79670/2176/55342/171484",95
"GO:0051348","GO:0051348","negative regulation of transferase activity","49/4047","190/18986",0.257894736842105,1.20988126357406,1.51331344918907,0.0793833783999186,0.223314928938156,0.162802340387716,"1647/26191/5788/11221/5728/3087/10114/5795/4040/5800/84101/23603/26524/406948/8660/5583/51527/161742/5771/4092/634/23624/28951/6546/9655/3553/2660/11142/5770/9467/8850/406929/2932/25937/5062/407000/7345/324/5570/5071/11116/857/51422/4067/5569/64798/10221/2776/25",49
"GO:0001711","GO:0001711","endodermal cell fate commitment","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"79577/22943/6928/2627/8320/1499",6
"GO:0007567","GO:0007567","parturition","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"5724/5737/4313/8605/1906/1392",6
"GO:0017014","GO:0017014","protein nitrosylation","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"9722/4843/1636/135112/55074/1756",6
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"9722/4843/1636/135112/55074/1756",6
"GO:0021859","GO:0021859","pyramidal neuron differentiation","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"7846/57282/604/166614/4967/137970",6
"GO:0032306","GO:0032306","regulation of prostaglandin secretion","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"8600/5608/3552/3553/1906/2182",6
"GO:0033599","GO:0033599","regulation of mammary gland epithelial cell proliferation","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"2625/675/57142/2876/6091/80139",6
"GO:0038065","GO:0038065","collagen-activated signaling pathway","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"4921/84959/22801/3717/1288/1287",6
"GO:0042308","GO:0042308","negative regulation of protein import into nucleus","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"11142/51715/948/29969/5569/284",6
"GO:0043278","GO:0043278","response to morphine","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"1813/5581/2890/4988/5520/114",6
"GO:0045059","GO:0045059","positive thymic T cell selection","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"5788/3707/4775/5771/1794/6469",6
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"153/4544/1813/8087/1437/1392",6
"GO:0051481","GO:0051481","negative regulation of cytosolic calcium ion concentration","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"4544/1813/490/4088/6546/4988",6
"GO:0060211","GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"22849/27327/64282/57690/23112/26986",6
"GO:0060413","GO:0060413","atrial septum morphogenesis","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"3491/4853/7042/90/7468/6659",6
"GO:0072148","GO:0072148","epithelial cell fate commitment","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"8829/90/4760/3516/25803/170302",6
"GO:0150011","GO:0150011","regulation of neuron projection arborization","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"23499/84879/23426/7474/9175/10251",6
"GO:1900119","GO:1900119","positive regulation of execution phase of apoptosis","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"7159/8772/3356/2191/8737/10395",6
"GO:1901203","GO:1901203","positive regulation of extracellular matrix assembly","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"4088/6662/4089/7040/23332/90102",6
"GO:1901722","GO:1901722","regulation of cell proliferation involved in kidney development","6/4047","15/18986",0.4,1.87655053125772,1.76761880868222,0.0794963123982903,0.223314928938156,0.162802340387716,"2625/80310/652/3690/5155/4609",6
"GO:0032368","GO:0032368","regulation of lipid transport","41/4047","156/18986",0.262820512820513,1.2329899323969,1.52084667925409,0.0798161470940434,0.22391209818255,0.163237692162258,"356/160518/51761/8600/8660/7057/1588/302/3690/10351/5608/9388/84417/3552/3553/406915/22925/114880/3685/26154/5468/185/6696/4790/1950/9227/1601/7518/654/1906/55754/5071/406940/154664/5244/857/6469/1392/158219/19/2182",41
"GO:0030279","GO:0030279","negative regulation of ossification","13/4047","41/18986",0.317073170731707,1.48750956746039,1.62644321868427,0.0798500971289496,0.22391209818255,0.163237692162258,"22943/3091/4091/22856/50964/6662/4092/7040/83999/3516/4208/5167/2185",13
"GO:0044060","GO:0044060","regulation of endocrine process","13/4047","41/18986",0.317073170731707,1.48750956746039,1.62644321868427,0.0798500971289496,0.22391209818255,0.163237692162258,"1588/4089/84417/185/6696/1601/2149/2150/654/2697/3624/4986/1392",13
"GO:1904861","GO:1904861","excitatory synapse assembly","13/4047","41/18986",0.317073170731707,1.48750956746039,1.62644321868427,0.0798500971289496,0.22391209818255,0.163237692162258,"653464/5728/144165/27020/5802/9378/7474/22871/3556/5783/64101/2185/5789",13
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","23/4047","81/18986",0.283950617283951,1.33211920428789,1.55904731854969,0.0805522510576954,0.225781232195741,0.164600339045262,"5906/57512/26509/54407/9498/5908/6857/8499/6860/8291/90342/785/5217/5028/22871/4208/79772/84062/22999/134957/5071/673/8573",23
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","36/4047","135/18986",0.266666666666667,1.25103368750515,1.52350131158726,0.0806350863355913,0.225913583315661,0.164696826423774,"65018/23028/25950/26191/7321/5728/7189/330/144165/55743/23077/7337/10055/150684/9111/10010/8452/11170/868/2932/59343/25898/55294/57561/80762/10318/5601/51256/5071/857/8767/85453/284/79139/10075/51438",36
"GO:1904646","GO:1904646","cellular response to amyloid-beta","14/4047","45/18986",0.311111111111111,1.45953930208934,1.60634418136768,0.0812717868429084,0.227596884743739,0.165923996561355,"7412/3479/3480/4363/773/2043/5621/351/2932/154/2309/2534/2697/948",14
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","30/4047","110/18986",0.272727272727273,1.27946627131208,1.52996641695839,0.0815616725039457,0.228307894392113,0.166442340925272,"2475/23028/10269/56950/960/472/8445/9891/161742/16/117584/406991/5608/5366/200734/22925/1859/2033/9521/6659/84154/6446/5071/7291/8805/28996/7994/6591/50484/4609",30
"GO:1903317","GO:1903317","regulation of protein maturation","21/4047","73/18986",0.287671232876712,1.3495740122059,1.55751234361166,0.0819285254399374,0.229233628965824,0.167117225295496,"2023/5567/6281/9462/5328/143458/114769/7057/302/147372/5270/84236/5621/6714/861/4627/7123/80157/831/6659/5054",21
