"seqnames","start","end","width","strand","Conc","Conc_TEAD1","Conc_TESmut","Fold","p.value","FDR"
"13",77387310,77387710,401,"*",6.9998068456804,7.34649466057392,6.54253478931724,0.745761425050204,0.000245434572666775,0.00224302051947285
"1",97943305,97943705,401,"*",5.19627154496343,5.70119552123542,4.41276098702273,1.1312398704396,0.000245458336743571,0.00224302051947285
"10",51833024,51833424,401,"*",5.77371377330516,4.93373534605195,6.30113255363198,-1.14994487664797,0.000245867825807441,0.00224621541079157
"5",28403859,28404259,401,"*",6.93625897464692,7.28535567323271,6.47477161522619,0.740220713046723,0.000245984017934522,0.00224672987753681
"4",183449493,183449893,401,"*",4.49467292527044,5.05742585823074,3.55932104960779,1.29478346883696,0.000246506813556359,0.00225095696068342
"19",58009553,58009953,401,"*",3.28749688119567,0,4.28749688119567,-1.8759787794754,0.000247139601764092,0.00225618613084927
"2",106147205,106147605,401,"*",5.59907262530841,6.09132369994711,4.84605712039046,1.08366807871781,0.000247251882329497,0.00225666209605572
"22",42841469,42841869,401,"*",3.76176350746549,4.47791923391247,2.2765726715373,1.54650627453907,0.000247362401297213,0.00225712175561107
"1",51583549,51583949,401,"*",6.53804658849529,5.96013361426953,6.94954636485999,-0.900225279033799,0.000247827871103514,0.00226081924426816
"13",39400884,39401284,401,"*",3.63968337322168,4.43953626165048,1.69113290510802,1.65295916400685,0.00024812277013841,0.0022629592752463
"7",65448855,65449255,401,"*",6.80254697664207,6.19937088103522,7.22660576490432,-0.916220268806276,0.000249154168715153,0.00227181374589581
"11",2533747,2534147,401,"*",6.47591645008371,6.85149014873197,5.96678360074703,0.824174563002813,0.000249435083213927,0.00227382258437069
"18",13268350,13268750,401,"*",7.06769134673895,7.41177864671206,6.61494828878579,0.768303852490494,0.00024955976047609,0.00227440655157235
"8",134044294,134044694,401,"*",4.79057254182578,5.3398667297299,3.89257324822568,1.21685372697374,0.00025004115912371,0.0022782404884606
"18",61992290,61992690,401,"*",6.12372401355299,6.55879135309015,5.49784775772849,0.955729788888463,0.000250187135307374,0.00227901711674387
"1",4673460,4673860,401,"*",5.97101901214036,4.95584520990173,6.56100418782905,-1.26784057882582,0.000251037674216286,0.00228620984812361
"3",110589448,110589848,401,"*",4.70257080200046,3.10241716085704,5.44255552317061,-1.66398457651733,0.000251140934288846,0.00228659524276918
"16",71474896,71475296,401,"*",5.72079460287387,6.18607291536178,5.02977595352488,1.00283293530671,0.000252300023551043,0.00229659126241113
"12",124411468,124411868,401,"*",6.11949148182042,6.56264772889017,5.47659193477835,0.97223938273707,0.000253266320263316,0.00230482794145037
"7",22727003,22727403,401,"*",6.81328315662163,7.15543314479748,6.36389957859316,0.776940875152426,0.00025411651544142,0.00231200431034857
"2",53088812,53089212,401,"*",4.58631768901606,5.14178746265492,3.67134223710689,1.26008202373332,0.000254250863043403,0.00231210555399005
"7",149233617,149234017,401,"*",7.63401960930647,7.97229295535318,7.19132164101785,0.745260192820173,0.000254250886590521,0.00231210555399005
"5",74187391,74187791,401,"*",3.02615842512673,3.82270268880165,1.09964636048847,1.74657384927277,0.000254938393254101,0.00231779584523555
"2",158890519,158890919,401,"*",6.70630229055055,7.12050273566793,6.12301244257888,0.915317228316406,0.000255471908426432,0.00232208369090798
"5",33788866,33789266,401,"*",5.15879262007257,5.74883010138047,4.14345967716712,1.28685360713445,0.000256073788332665,0.00232699070284087
"13",33348456,33348856,401,"*",4.91420317606617,5.43417647789871,4.0932588314311,1.19592668016106,0.000256684618251135,0.00233178686033058
"8",59088413,59088813,401,"*",5.65733041497974,6.09866696102537,5.01828637148144,0.952650081980876,0.000256725874044552,0.00233178686033058
"1",74861991,74862391,401,"*",5.79772025277954,4.75528943282164,6.39655350269042,-1.33054150182128,0.000257201517077428,0.00233549267970589
"3",38327518,38327918,401,"*",4.56638257045894,2.52691758238415,5.37928824248506,-1.73168908323616,0.000257258368519614,0.00233549267970589
"13",39527979,39528379,401,"*",6.11516341195786,6.51948610044725,5.55139471311509,0.878861364250766,0.000257809492455068,0.00233992984189807
"22",29994313,29994713,401,"*",4.43583052486701,5.10104468458549,3.16421723846976,1.4842494286096,0.000258502627986202,0.0023456534715043
"3",184448882,184449282,401,"*",6.53174689331693,6.90723772008442,6.02276704520277,0.809834857396168,0.000260760849806319,0.00236557249651424
"2",160091350,160091750,401,"*",5.49253868114792,4.48732177915368,6.07923596544118,-1.30811712927832,0.000261510523438597,0.00237179993955514
"5",146731937,146732337,401,"*",6.45862937337337,6.84811581607146,5.92345021280479,0.873603390962462,0.000262555408098378,0.00238070117623471
"4",153764623,153765023,401,"*",4.98241227516432,3.56506510951741,5.68338446853792,-1.50267203481998,0.000262646400455408,0.00238095085563841
"3",170802582,170802982,401,"*",6.04712942322396,6.49364124817641,5.39708024664759,0.991228093358258,0.000263683327749,0.0023897734638817
"9",72454906,72455306,401,"*",7.49782721315745,7.02803718517601,7.85163638629497,-0.730600247448391,0.000264220838288731,0.00239406666830028
"2",67899221,67899621,401,"*",3.27340637560304,0,4.27340637560304,-1.86408897663985,0.000265360515529084,0.00240381262751491
"17",36978993,36979393,401,"*",4.60199361750023,5.18071745904936,3.62054934273123,1.26944593001709,0.000265526096396632,0.00240458653924805
"7",71633497,71633897,401,"*",7.91710747007922,7.45367402547028,8.26731255716183,-0.715506557135239,0.00026557412165571,0.00240458653924805
"4",153433033,153433433,401,"*",6.17361884178247,6.57214190730622,5.62112868526173,0.885716797237851,0.000265819387257988,0.00240622659331893
"2",58539984,58540384,401,"*",6.2488936932021,6.68195209437591,5.62719969203818,0.879512908430356,0.000266551567332642,0.00241227239698216
"5",36403900,36404300,401,"*",5.98665357346109,6.41547732167821,5.37371694694415,0.943187243466636,0.000266634245890802,0.00241243876056638
"20",25195424,25195824,401,"*",6.11099344503621,5.41452174906087,6.57871165367698,-1.03462146430241,0.000266755859897343,0.00241295723703188
"2",171271941,171272341,401,"*",5.50595194033688,4.4647670402607,6.10438555103599,-1.27831423947246,0.000267250769924332,0.00241685132280811
"20",47934726,47935126,401,"*",5.74592583113595,6.19084621069229,5.09927399079251,0.959897907808995,0.000267411307675383,0.00241708936106368
"4",98654477,98654877,401,"*",5.67117666862575,6.11582574334393,5.02510282541534,0.975058107747423,0.000267413193061222,0.00241708936106368
"16",64412864,64413264,401,"*",5.9243535319415,5.17038873665687,6.41700485844201,-1.12693697569708,0.000267470350660601,0.00241708936106368
"1",227174183,227174583,401,"*",3.76616614169051,4.47791923391247,2.30105217925951,1.53952038280818,0.000267590731568632,0.00241759495285014
"1",172976362,172976762,401,"*",6.29940832857661,5.57767117753236,6.77825914889193,-1.01586208842466,0.000267825464493258,0.00241877328615547
"6",134551334,134551734,401,"*",4.97611801047597,5.54591955335291,4.02066776149699,1.24781700597657,0.000267850084058953,0.00241877328615547
"19",57487487,57487887,401,"*",5.35109408384738,4.09160421471414,6.0131248745428,-1.3466184869319,0.000267989914492224,0.00241945370107381
"10",98340440,98340840,401,"*",5.98466931847206,5.20728949360467,6.48707586757483,-1.09092441576274,0.000269155969875323,0.00242939647478758
"13",99228919,99229319,401,"*",4.92684329682399,5.42383376465586,4.16252987765106,1.15560800009664,0.000269333609738489,0.00243041519264017
"1",67888690,67889090,401,"*",5.64474086586751,6.13381275856042,4.89923413224993,1.0192540655,0.000269643892973181,0.00243263008132885
"19",27962266,27962666,401,"*",5.86641570808102,5.11767989213647,6.35685766760587,-1.12407248510047,0.000270528359404572,0.00244002273394687
"12",23098525,23098925,401,"*",3.20386104862034,0,4.20386104862034,-1.86040007075553,0.000270955068838291,0.00244328409946684
"9",120952240,120952640,401,"*",5.59593161342339,4.74140116067774,6.12895137488614,-1.2294942034557,0.000271377052719092,0.00244650129626936
"17",26851763,26852163,401,"*",4.25897675640893,0.762465335450073,5.19360471540643,-1.85854886548541,0.000272549840554247,0.00245648392203601
"2",196167017,196167417,401,"*",4.36454201023957,4.9414160604002,3.3885387833341,1.30716990154794,0.000272878866371982,0.00245873060455681
"10",75987617,75988017,401,"*",6.2199062180974,5.56161630602534,6.67025556369472,-0.99656544981469,0.000272930171583356,0.00245873060455681
"12",94057411,94057811,401,"*",5.49547270259198,4.54920861494442,6.06206905932871,-1.25181397834261,0.000273391358929001,0.00246229408986438
"9",83701766,83702166,401,"*",5.18698965124727,5.67668478350221,4.44001529329812,1.08946427135192,0.000274243486588924,0.00246937601639141
"3",59245516,59245916,401,"*",4.40144119451538,4.98862809702155,3.39474733682872,1.30927320483036,0.000274770593034861,0.00247352865193402
"4",102585336,102585736,401,"*",3.86160770907785,4.53005013717356,2.5775673769299,1.4703086013139,0.000275301423384389,0.0024777128104595
"1",113226049,113226449,401,"*",5.98505511758894,5.27205802297186,6.46008656410421,-1.03865045064003,0.00027546561842418,0.00247859603570591
"6",131779234,131779634,401,"*",4.48865762714032,2.02396596059464,5.35167905492384,-1.7953434184768,0.000275862797665017,0.00248157468980798
"3",161163260,161163660,401,"*",5.98040168501098,5.18917531487543,6.48847260973498,-1.13241942878599,0.000276066598320762,0.00248281276020933
"10",125155074,125155474,401,"*",4.76122663334463,5.33668627479345,3.78936532085548,1.30183071249426,0.000276917428157796,0.0024896560245818
"8",37716696,37717096,401,"*",5.04010678394422,3.82270268880165,5.69082002915466,-1.42666259559365,0.00027698899142296,0.0024896560245818
"18",3579706,3580106,401,"*",6.10876828402538,6.55629248316824,5.45655181571955,0.975166798663834,0.00027702656919136,0.0024896560245818
"2",143241381,143241781,401,"*",5.67041306017434,6.1810643540358,4.87281644402437,1.13433825640189,0.000277835258590651,0.0024963258471216
"4",21901728,21902128,401,"*",5.49856145931941,5.99434992316564,4.73712532035551,1.05662846130582,0.000278014669951476,0.0024973398207444
"20",25859755,25860155,401,"*",4.53541134864875,2.02396596059464,5.40300753147034,-1.80051691798555,0.000278284585761119,0.00249916609438558
"3",152272667,152273067,401,"*",6.01173951494739,6.42587990019331,5.42856957046174,0.905856875187286,0.000278849667829824,0.00250364163355895
"14",61103765,61104165,401,"*",6.8194181051661,7.14154376286248,6.40405127440639,0.705872356843857,0.000279040811107241,0.00250475843864947
"8",38999793,39000193,401,"*",4.80359318616717,5.33466710788652,3.95414133133561,1.21435116653203,0.00028178239967585,0.00252876283622042
"11",36034873,36035273,401,"*",4.24573763113114,4.85667153293235,3.16489454944893,1.34470726948479,0.000283383275844757,0.00254252125609066
"7",147536694,147537094,401,"*",3.17129139955809,0,4.17129139955809,-1.85187770459107,0.000283492504570335,0.0025428932020042
"8",90801842,90802242,401,"*",5.13620003259068,4.10241716085704,5.73224995361784,-1.37405047758578,0.000283673927352269,0.00254391238723339
"2",214069292,214069692,401,"*",5.09350810254057,3.83924211866351,5.75415675080431,-1.38738908975824,0.000284503828139288,0.00255074507422084
"8",106939617,106940017,401,"*",5.56897670398089,4.53005013717356,6.16668477221353,-1.30635129151235,0.000284745095216115,0.00255229830807545
"13",109155141,109155541,401,"*",4.55725597624151,5.16611057726074,3.48310976100207,1.31336346555293,0.000285467412567313,0.00255816164006165
"19",57420664,57421064,401,"*",4.37667450352912,4.98119530311017,3.31635654953712,1.32099324601518,0.000285881157377305,0.0025612576184226
"10",46516645,46517045,401,"*",6.4187470385334,5.71822347457166,6.88826958507971,-1.00790177152878,0.000286623292314238,0.00256729351895978
"2",226742331,226742731,401,"*",4.9829681915851,3.66170036346196,5.6608749827804,-1.49247243585968,0.000287011486041313,0.00257015703287735
"12",65695364,65695764,401,"*",6.83317062746923,6.28116622242831,7.23144236459133,-0.812617008872892,0.000287141196538357,0.0025707050430245
"7",42198966,42199366,401,"*",5.1125995595488,5.63814158022127,4.27745201464749,1.14318359712903,0.000287552823655737,0.0025737761203213
"21",34736269,34736669,401,"*",3.97433120910403,4.60558305626636,2.82582346938454,1.44611999622352,0.000287844229015474,0.0025757699300953
"15",39539459,39539859,401,"*",6.76006409056075,6.07303212093446,7.22355014225201,-0.971428569314826,0.00028823016579003,0.00257860850038333
"3",21599914,21600314,401,"*",6.11531956772386,6.56708848618903,5.45396369598904,0.951089218264201,0.000288302990366996,0.00257864517319668
"10",6976419,6976819,401,"*",4.52598518686275,1.76246533545007,5.41564223621882,-1.85064110023701,0.000288608830051746,0.00258076547005996
"1",11180216,11180616,401,"*",5.99886889570375,6.44145084490179,5.35718778469598,0.978481914017322,0.000288906124632512,0.00258280836367322
"6",81777847,81778247,401,"*",3.85736507530835,4.53669328691666,2.53040078579096,1.51482763330423,0.000289624912428432,0.00258861751768156
"8",70315562,70315962,401,"*",6.77171785115172,7.12677897419375,6.29970943610716,0.781398982988915,0.000289931269236703,0.00259073854561332
"5",59661888,59662288,401,"*",3.16487092619474,3.92869324374336,1.43757088820859,1.64293507059493,0.000290685712616005,0.00259686157692027
"7",55063624,55064024,401,"*",6.2893856325824,6.69227285434694,5.72842094349724,0.860813499603869,0.000290916831200318,0.00259830764662393
"3",106829240,106829640,401,"*",5.86288573745131,6.30040021522945,5.23189062495338,0.931998622517937,0.000291502986074767,0.00260292326047391
"8",91145170,91145570,401,"*",4.23411212851402,4.83385807732876,3.18883052896284,1.35147065264933,0.000291688573550298,0.0026039607347563
"17",48206971,48207371,401,"*",5.56757627800098,6.01768694897914,4.90980091468898,1.00039912687812,0.000292113885468688,0.00260713727323279
"18",22466143,22466543,401,"*",6.54927553069567,6.95080519236103,5.99095510688635,0.884250085070893,0.000292200781850893,0.0026072926363442
"2",31337802,31338202,401,"*",4.79843761585654,5.38321657926291,3.79898808774655,1.29228320578495,0.000292624237371904,0.00261006786190674
"1",210188202,210188602,401,"*",7.09021663708981,7.45114977150609,6.6077316384696,0.767229841262093,0.000292650928681049,0.00261006786190674
"2",132237612,132238012,401,"*",4.19497719281532,0.245261825098939,5.14752187332441,-1.8446909828537,0.000293080344716396,0.00261284934286995
"18",13674735,13675135,401,"*",4.21396541357244,1.00377616859828,5.13383710380174,-1.84544223048285,0.000293149973561736,0.00261284934286995
"15",63332691,63333091,401,"*",5.04157772169009,5.55542579926396,4.23603394498644,1.10714143382535,0.000293249528096022,0.00261284934286995
"4",74632584,74632984,401,"*",5.70828338079255,4.86670597163669,6.23632143407063,-1.142387374082,0.000293363517232587,0.00261284934286995
"11",9510540,9510940,401,"*",4.33616193485127,4.95998510521723,3.21287466928728,1.3297657989899,0.000293369724887867,0.00261284934286995
"14",69317078,69317478,401,"*",5.14003234825329,5.6517504116773,4.33979057709093,1.1180822178204,0.000293380621025854,0.00261284934286995
"10",60495318,60495718,401,"*",6.02103640239923,6.44134446596101,5.4254746545115,0.911611866741395,0.000295039733400427,0.00262700185973361
"3",192226457,192226857,401,"*",1.52691758238415,2.52691758238415,0,1.76781915250543,0.000295467967187726,0.00263019065168461
"5",56282295,56282695,401,"*",8.11962955042249,8.37266878295807,7.81256556313677,0.533019470349895,0.000298021343346634,0.00265229099234086
"20",12145956,12146356,401,"*",5.16694914840868,3.97273056232206,5.81124561309822,-1.3507306193862,0.000298359947229139,0.00265467478776015
"3",32109335,32109735,401,"*",5.31083057573758,4.27813654067641,5.90652848996009,-1.27391467669064,0.000299641547359522,0.00266544582704519
"11",103648754,103649154,401,"*",5.03194108418226,3.64499407763171,5.72581996468318,-1.4531260618471,0.000300070980347182,0.00266863314852017
"4",188127479,188127879,401,"*",5.20274706914654,4.0139063825572,5.84553622910515,-1.42529795715255,0.000300471547855129,0.00267156230973278
"5",43483684,43484084,401,"*",5.90187259594768,5.08634496513361,6.41970193289183,-1.05109142129645,0.000300654311455969,0.00267255399671628
"1",39183708,39184108,401,"*",6.29867004457324,6.64756312083098,5.83753975330865,0.805136543661723,0.000302308827406429,0.00268662470703851
"7",74300855,74301255,401,"*",5.06616452301777,5.57273424651505,4.27862610459136,1.11759025570555,0.000302857724106617,0.00269086541941851
"22",41028852,41029252,401,"*",5.31555737045239,5.79363930866691,4.5955858150323,1.05031600900959,0.000304077153601493,0.00270106034097576
"5",143243911,143244311,401,"*",7.12969358644357,7.45034160247212,6.71678703117682,0.736675117074397,0.000304302424506513,0.0027024216023453
"21",26116142,26116542,401,"*",4.78287042580202,5.34643393392777,3.84522644392947,1.21502015876688,0.000304730175063339,0.00270557995706379
"19",12187277,12187677,401,"*",4.58478098812082,2.6022298756635,5.38962589463928,-1.71027476004675,0.000305112367093876,0.00270791982294804
"5",10555367,10555767,401,"*",6.63319909613107,6.9779168351864,6.17936013344894,0.732508046369038,0.000305188293292605,0.00270791982294804
"2",236769923,236770323,401,"*",8.52982043155867,8.85786102803935,8.10453752427881,0.709467150833147,0.000305210227106081,0.00270791982294804
"12",56526631,56527031,401,"*",4.79754261552924,5.39273219315827,3.76641906362463,1.35370767621939,0.000305632401796224,0.0027110244321031
"21",28636973,28637373,401,"*",6.0805498143288,6.48616768848078,5.51424404025311,0.913794504930516,0.000306516284783946,0.00271762551041761
"1",12711818,12712218,401,"*",4.12348699486132,4.80136440142016,2.80233663207973,1.45778568141709,0.000306521445592797,0.00271762551041761
"6",52343086,52343486,401,"*",4.5535668896101,5.14613825154962,3.53049652398714,1.29058444891327,0.000306859603882312,0.00271998091123747
"12",120126477,120126877,401,"*",5.69442125344193,4.69054087058775,6.28067489924742,-1.30315219992173,0.000307313167190981,0.00272335789942674
"6",109457969,109458369,401,"*",4.86937350457418,5.38711872831476,4.05405780747776,1.19833529270669,0.000308108516515795,0.00272976142814384
"4",95548930,95549330,401,"*",5.95478233492855,5.24302580868514,6.42926895620481,-1.05667468108101,0.000309539577584539,0.0027417928447945
"2",45856614,45857014,401,"*",4.4930248241816,5.0832006654525,3.47727080643741,1.27371081324476,0.000310175456570054,0.00274677680103021
"4",51923342,51923742,401,"*",5.33576176533384,4.12812719710382,5.98378725384054,-1.46702766528031,0.000311009072977995,0.00275350906729763
"3",59545336,59545736,401,"*",5.61671985333815,4.69151516774297,6.17586332262082,-1.16592099771224,0.000311111272169931,0.00275367015426884
"3",57303557,57303957,401,"*",5.54965610101931,5.99562841926704,4.90075995240341,0.98521405811621,0.000311174047975797,0.00275367015426884
"10",46645098,46645498,401,"*",5.2764789723596,5.76830331181994,4.52447459189154,1.10911119675585,0.000311345586177052,0.00275453849067417
"16",86899675,86900075,401,"*",4.33751289313428,4.96440930914466,3.20386104862034,1.33199760234248,0.000311577659912434,0.00275594186175729
"2",228700605,228701005,401,"*",5.79608431884005,6.24348006850194,5.14414310002162,1.00957277125356,0.000312273348913982,0.00276144433763882
"3",191774501,191774901,401,"*",5.56524220188536,6.01681659041096,4.90430703527239,1.02398993569863,0.000312428343339365,0.0027621639657013
"3",187208085,187208485,401,"*",7.8688119283099,6.74558955813137,8.49261576591642,-1.35748886675747,0.000312871653804391,0.00276543164249577
"5",57735740,57736140,401,"*",6.93056315070186,7.26148326958038,6.5004132667742,0.726855501188582,0.000313418255134988,0.00276961053954778
"18",37199675,37200075,401,"*",3.41318896004778,4.16252254463935,1.76474425030701,1.63193000073982,0.000313608655602149,0.00277064053846203
"10",75568766,75569166,401,"*",5.21981590930621,4.12075001544513,5.83634426295886,-1.30183303939723,0.000313692696474744,0.00277073061780341
"10",62199562,62199962,401,"*",4.93137471417841,5.46604295200021,4.0725223540907,1.18028329571282,0.000314013106937346,0.00277229811896257
"10",61028859,61029259,401,"*",4.60459719415249,5.20881456996406,3.54524090907845,1.28177259781097,0.000314017936771166,0.00277229811896257
"8",102037828,102038228,401,"*",4.41329602331525,5.04150857765974,3.2751758011422,1.35611470870954,0.000314666041132597,0.00277736639128115
"2",84481713,84482113,401,"*",5.57229299165069,6.03817301985304,4.87993230689382,1.02496762576593,0.000315113382714025,0.00278006745980308
"19",16876975,16877375,401,"*",5.61723506766249,4.68835609521445,6.17768949708847,-1.21011012872732,0.000315120250167706,0.00278006745980308
"7",112008949,112009349,401,"*",5.94119691786388,5.21296813047577,6.42286314163655,-1.08112727498929,0.000315305163132286,0.00278104490500388
"3",36496746,36497146,401,"*",3.94501388054419,4.59016804893949,2.74772360844075,1.43850593920403,0.000315802881826305,0.00278429683742557
"2",177998021,177998421,401,"*",4.4491422025791,5.05252014370181,3.39244202897126,1.32567863750874,0.00031582226859847,0.00278429683742557
"8",110836019,110836419,401,"*",6.42968105408781,6.83184630481686,5.87012353844572,0.87015695288678,0.000317349869380869,0.00279710698826394
"6",117512077,117512477,401,"*",4.87654512475982,3.49416414908336,5.56934257620375,-1.50996827169268,0.000317512102902489,0.00279787966486714
"13",75749417,75749817,401,"*",5.00031794636413,3.59550004262828,5.69838898013261,-1.56244268060468,0.000318160660282677,0.00280293640161219
"15",80377601,80378001,401,"*",5.5000406826884,5.96972995733505,4.79914187853345,1.01722714211513,0.000318911162757831,0.00280888867085366
"6",161031660,161032060,401,"*",4.95500014063115,5.49722073886621,4.07611583803327,1.14800874574751,0.000319539169468674,0.00281375948782777
"7",138234659,138235059,401,"*",5.23176182123686,4.0810664731374,5.86365014659198,-1.36599781687376,0.000320039933563448,0.00281750782431585
"X",73713064,73713464,401,"*",6.66004201545422,6.0010740295569,7.11070569691948,-0.988199561228973,0.000320348961292542,0.00281956682539467
"9",84567834,84568234,401,"*",5.85724192704098,5.13876182983745,6.33467331107248,-1.10098951815817,0.000320829880073107,0.00282297555102785
"18",14531637,14532037,401,"*",5.02007392293634,3.75226710857816,5.68429221316312,-1.48869521411203,0.000320894524461154,0.00282297555102785
"3",151795324,151795724,401,"*",3.05029872704811,3.87389289090305,0.931198272974622,1.7263933542163,0.000320961959987335,0.00282297555102785
"18",62781861,62782261,401,"*",3.8464784969186,4.49777782121738,2.62693286226602,1.431761833702,0.000321088968093662,0.00282343078787023
"1",116002929,116003329,401,"*",6.0739117701425,5.29101454779591,6.57858457463011,-1.10348714499155,0.000321671533440199,0.00282734570207955
"21",33608663,33609063,401,"*",5.99254452587935,6.42438258429026,5.37338232325342,0.957495048911496,0.000321684891185672,0.00282734570207955
"3",190673156,190673556,401,"*",5.62772345693719,6.1146494895932,4.88725364610462,1.01484565628449,0.000322126611209125,0.00283022130488611
"20",41482628,41483028,401,"*",6.07867338336154,6.5212626310277,5.43697679734701,0.985303657906374,0.000322162927245238,0.00283022130488611
"2",216682293,216682693,401,"*",5.88531963037835,5.08394287065621,6.39749458482876,-1.07230612018853,0.000322767369562419,0.00283486762016655
"2",18963847,18964247,401,"*",4.50778817384131,5.11161270824287,3.44967570574167,1.30965524779095,0.000323426010036047,0.00283998767202493
"13",67147626,67148026,401,"*",6.48548560652231,6.87418626287732,5.95179688403772,0.849432429312253,0.000324848071298879,0.00285180731942097
"6",45608035,45608435,401,"*",4.57771418196474,5.14772932420511,3.62164893852057,1.24673991234692,0.000325260804042749,0.00285476272011414
"3",173135237,173135637,401,"*",4.92906622807593,5.46127948323207,4.07664373985698,1.17370817600114,0.000325804999785253,0.00285887029863014
"2",64203153,64203553,401,"*",5.45744567537412,5.98491648679856,4.61733299678956,1.14956207383146,0.000325964326756594,0.00285959960351512
"1",8182357,8182757,401,"*",6.11798504715982,6.53205104001419,5.53496359885922,0.863542065166375,0.000326098002446709,0.00286010358807924
"11",96122637,96123037,401,"*",7.38503496528928,7.66427146510357,7.03845736644782,0.614039785638083,0.000326217366519673,0.00286048184369821
"4",152738706,152739106,401,"*",5.11884690350055,5.6564246449765,4.2523226488151,1.17920354190639,0.000326607227652193,0.00286323125905092
"16",68993924,68994324,401,"*",5.68116369449645,6.11501263789471,5.05782606528504,0.948600747724148,0.00032713360317918,0.00286717587593694
"1",78715274,78715674,401,"*",7.59731040227504,7.89121722447239,7.2277984852414,0.637646432041554,0.000327513030626207,0.00286983101871226
"9",14320213,14320613,401,"*",5.52211653110458,6.00787070420438,4.78438684080052,1.01216277418688,0.000327594240900757,0.00286987240551887
"1",87117862,87118262,401,"*",3.15101130099452,3.93875988797571,1.2812661644438,1.67387601596685,0.000327934356436404,0.00287218136971296
"22",30250759,30251159,401,"*",5.43391586567596,5.91841355903542,4.69911592616891,1.08437583648104,0.0003281656296896,0.00287259572430412
"3",151424722,151425122,401,"*",4.50557614494361,5.10077529384906,3.47442304390338,1.28574496679616,0.000328178759158907,0.00287259572430412
"7",92832044,92832444,401,"*",4.34312452593632,4.98119530311017,3.17095428207573,1.38287219917041,0.000328211344849332,0.00287259572430412
"21",22536442,22536842,401,"*",3.28771610851094,0,4.28771610851094,-1.81352135203703,0.000329792384921732,0.00288576027860268
"2",191894688,191895088,401,"*",3.85876526355029,4.54020211417218,2.52329834904211,1.51121310432436,0.000330004358007917,0.00288694183185243
"10",75469152,75469552,401,"*",6.41340646162175,5.75471158852647,6.8639435617139,-0.925850836441253,0.000330246478567136,0.00288838650869872
"13",101554522,101554922,401,"*",4.20543537735572,4.86142364025872,2.96860912194592,1.41807667273041,0.00033092309345264,0.00289362978080553
"Y",8004202,8004602,401,"*",5.23063042598716,4.14613825154962,5.84269201956044,-1.2988496886048,0.000331465030022949,0.00289769324126074
"11",116558492,116558892,401,"*",3.67359604981436,4.36764143406268,2.285944437598,1.55626330331738,0.000331960815180878,0.00290135144337334
"5",33401468,33401868,401,"*",5.18634792692729,4.03185362597603,5.81933859121234,-1.40655469788173,0.00033216867161087,0.00290249201851687
"18",6136656,6137056,401,"*",4.71658237539754,3.07773182600088,5.46408818080375,-1.56347015615668,0.000332690409591609,0.00290637412300041
"1",239169476,239169876,401,"*",5.31759497089879,4.14613825154962,5.95546222667173,-1.35803002300128,0.000333005905186192,0.00290845311184616
"9",87381427,87381827,401,"*",3.42768716688443,4.23829143664648,1.40473447972635,1.65573517707116,0.000333366386682493,0.00291092394570953
"1",61993323,61993723,401,"*",4.85695431694304,5.37839341251196,4.03229025710203,1.21618629918436,0.000334626932350444,0.00292125107694765
"10",33154661,33155061,401,"*",6.77234881672437,7.10645391979054,6.33678508219282,0.729246908912595,0.000334838720231195,0.00292242000972195
"7",28984555,28984955,401,"*",5.35102054161286,4.22845369985888,5.97462902971689,-1.26176077625717,0.000335884702453839,0.002930867423435
"20",53621372,53621772,401,"*",6.35803935898214,6.79860900599249,5.72061565425123,0.992201873058925,0.000337151954988728,0.00294124122369962
"X",40933747,40934147,401,"*",5.60274864000815,6.03583021198171,4.98100650352376,0.968619626675616,0.000337292484103622,0.00294178319294561
"8",73579112,73579512,401,"*",3.50297801184315,4.21144744085214,2.05261921116524,1.58142415330018,0.000337968031175258,0.00294699012264161
"8",121089289,121089689,401,"*",8.33561112437595,7.94554592715845,8.64234568514727,-0.657542904377103,0.000338386447416105,0.00294995304217
"17",27520444,27520844,401,"*",7.00365811109664,6.40529614464615,7.42534896103408,-0.885330664598021,0.000338556246456559,0.00295074771737434
"7",151623759,151624159,401,"*",5.31940923419561,5.91289988160934,4.29351808416174,1.28799272129808,0.000339109072132889,0.00295487958557783
"3",65006240,65006640,401,"*",5.09939795733389,5.62013561482192,4.27651559099077,1.1367638326667,0.000339434779754041,0.00295684961550863
"8",90592872,90593272,401,"*",5.18564178815738,5.69369516795143,4.39445859676112,1.13558188895234,0.000339492767879619,0.00295684961550863
"16",81181202,81181602,401,"*",6.18986105910315,6.57596280820279,5.66108511168574,0.847115146755968,0.000340174156535986,0.00296209666451305
"5",98314302,98314702,401,"*",6.51072249646039,6.91021729100881,5.95635190656027,0.878077381160715,0.000340480154769473,0.00296407329167178
"10",36079511,36079911,401,"*",4.85942821418962,3.55815923831071,5.53228878213659,-1.49794413511722,0.000340717914434738,0.00296545508408856
"X",70905331,70905731,401,"*",5.78064204599097,6.24376989181332,5.09440495270728,0.985241385831635,0.000341413896906627,0.00297082347537884
"8",65929225,65929625,401,"*",5.91683286023465,5.16837978965266,6.40715502815039,-1.07937300306348,0.000341538102851844,0.00297121519988501
"8",131394973,131395373,401,"*",5.31393845081591,5.81998213983944,4.52768919098659,1.0850541375702,0.000342599896815161,0.00297976141131239
