"seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"7",7693882,7694282,401,"*",3.57674948705179,2.40098949345832,4.21584222281186,-1.7108784365623,0.000780084251121566,0.0024690333854318
"18",60310647,60311047,401,"*",2.86466667413069,3.86466667413069,0,2.785762338195,0.00078021433080703,0.0024692448843078
"9",112532407,112532807,401,"*",4.46687127278351,5.2280879613584,2.75413351269392,2.00053037599956,0.00078045796769345,0.0024696764544674
"7",27636488,27636888,401,"*",4.26436287521695,5.17251792713838,1.24526182509894,2.62746913722097,0.0007804772317743,0.0024696764544674
"8",69118471,69118871,401,"*",4.86088543940017,5.54039909157804,3.53317590491354,1.9283077519828,0.000780556145826622,0.00246972595868868
"15",53224379,53224779,401,"*",4.98359917366214,4.27300864397298,5.45757310455129,-1.18238688899709,0.000780636711578071,0.00246978068053574
"2",225177116,225177516,401,"*",5.10829456135479,4.18027678229801,5.6684421292294,-1.28899108936577,0.000780829491188074,0.00247019038727016
"8",131663687,131664087,401,"*",2.97911151336846,3.97911151336846,0,2.80718941907627,0.000781078879126482,0.00247077909616712
"3",114649299,114649699,401,"*",5.25144962474726,4.35496684533045,5.80018729394645,-1.19653720780527,0.000782558200561927,0.00247525803086742
"13",50208779,50209179,401,"*",5.13228647804792,5.71863274530467,4.12812719710382,1.57564532146534,0.000782778596614868,0.00247575453888036
"11",60111830,60112230,401,"*",6.08121851592273,6.48757984977517,5.51345336601428,1.06854182995147,0.000784612703006533,0.00248135435970672
"6",40977754,40978154,401,"*",4.35987128676681,3.28378895931097,4.9693283290845,-1.40277469411224,0.000784719249680054,0.00248141193732934
"6",158563468,158563868,401,"*",4.74900932628216,5.37098736495662,3.63189870109509,1.77778135848694,0.000784758047043184,0.00248141193732934
"11",46240221,46240621,401,"*",4.58708009243634,3.72729321350516,5.12210388165963,-1.36799901678541,0.000784907199707665,0.00248168253204185
"Y",8351690,8352090,401,"*",2.65344730602088,0.154605649696356,3.51982621604222,-2.35471371987043,0.000785215273428139,0.00248243484051803
"4",159075462,159075862,401,"*",4.22200699777684,3.14105262736086,4.83297534675594,-1.4753789814499,0.00078527233023483,0.00248243484051803
"8",80299964,80300364,401,"*",6.92485049617573,7.27717841500005,6.45767829360151,0.812308171473978,0.000785788341171019,0.00248386492004298
"6",42406665,42407065,401,"*",4.81378856946782,5.44254841733774,3.67380496367297,1.69117864209882,0.000786096879682964,0.00248463900392101
"5",77952802,77953202,401,"*",6.95384939389073,6.38307299643141,7.36174118650541,-0.858794082571818,0.000786314475742545,0.00248512554130113
"4",141155562,141155962,401,"*",6.35264367007551,5.92035907482418,6.68482191341849,-0.87005588991262,0.000786470332545977,0.00248525790215007
"6",145373849,145374249,401,"*",3.96504589997587,4.88448182913363,0.762465335450073,2.76869630590736,0.000786483690668883,0.00248525790215007
"14",51430616,51431016,401,"*",5.66352757577924,4.89439775082499,6.16252254463935,-1.142970037257,0.00078687598492763,0.00248629626612029
"X",144779930,144780330,401,"*",3.03604592314296,4.03604592314296,0,2.78460844447626,0.000787362964396261,0.00248763361515241
"7",3861957,3862357,401,"*",5.10677793429091,5.7198686854914,4.01894493944633,1.47878461396141,0.000787699629672623,0.00248830080187661
"4",82437275,82437675,401,"*",4.26640223388162,5.17469123639755,1.24526182509894,2.61515364010651,0.000787701626970392,0.00248830080187661
"4",94754067,94754467,401,"*",3.073276228422,4.073276228422,0,2.78466274731041,0.000787936198608475,0.00248884038782018
"1",148305018,148305418,401,"*",4.25954035557987,5.11292874294903,1.88816020614346,2.62528184915367,0.000788040504421444,0.00248896845133838
"11",27207226,27207626,401,"*",5.57599231210728,4.95512481440518,6.00865268229621,-0.982062916340943,0.000788329653310581,0.00248968026027334
"15",90545059,90545459,401,"*",4.33322651856373,5.125835927762,2.43242918509855,2.34008024029959,0.000789291156358613,0.00249251519201185
"1",164728776,164729176,401,"*",4.37403052048566,5.18514609598124,2.34742783617123,2.3568229846148,0.000789448243207172,0.00249280959178061
"10",44295623,44296023,401,"*",5.88416536342857,6.36297513805008,5.16252254463935,1.15803436510094,0.000789571928076296,0.0024929984803412
"2",190486090,190486490,401,"*",5.47450733680253,5.98666198992931,4.67318103532887,1.31487510649762,0.000790424192953419,0.00249548757456622
"1",35264848,35265248,401,"*",6.64653055218593,7.00957798346969,6.1602440933768,0.870778851887623,0.000790612666396198,0.0024958055643005
"11",92331373,92331773,401,"*",2.94503520542831,3.94503520542831,0,2.81103861393171,0.000790652788731651,0.0024958055643005
"15",63089293,63089693,401,"*",6.55474050016849,6.93578768461107,6.03544657241952,0.970817107296086,0.000790794266802228,0.00249605031168634
"1",117098426,117098826,401,"*",5.51365447782784,6.04445343609338,4.66491828100493,1.26902890817838,0.000790949040549031,0.00249633698236024
"2",160463821,160464221,401,"*",4.38536011560228,5.19385664147657,2.3773434945499,2.40137644502609,0.000791416665148059,0.0024976109244122
"X",20432044,20432444,401,"*",4.20031087377559,3.10935339971777,4.81436132149383,-1.45436388419818,0.000791680417069046,0.00249793354713061
"5",74573847,74574247,401,"*",2.85616729585932,3.85616729585932,0,2.78209088431908,0.000791718954420051,0.00249793354713061
"2",237269031,237269431,401,"*",5.27754795100775,5.85826249696014,4.29021727945172,1.39095950033842,0.000791726625154666,0.00249793354713061
"7",28726494,28726894,401,"*",3.88995848801764,4.83109980805486,0.245261825098939,2.75775960643894,0.000791774863036942,0.00249793354713061
"5",106521699,106522099,401,"*",4.25893703826108,5.16673472226138,1.24526182509894,2.60638244897103,0.000792081589469063,0.00249869927629909
"5",69307988,69308388,401,"*",2.9341781497507,3.9341781497507,0,2.77981230935149,0.000792453354136592,0.00249964282491973
"7",19117137,19117537,401,"*",4.89806705691791,5.59423812636398,3.50138246441245,1.72717429202374,0.000792508763960717,0.00249964282491973
"3",170721526,170721926,401,"*",4.22398880343322,5.10823052258307,1.52691758238415,2.61648131786024,0.000792881062286036,0.00250061503323386
"4",88858795,88859195,401,"*",4.21688067186034,5.08748089907638,1.67380496367297,2.60524961587506,0.00079371918525071,0.0025030560992294
"4",6688885,6689285,401,"*",6.47749517650464,5.93808849946622,6.86920371396104,-0.809588450595656,0.000793894957174032,0.00250340816328365
"7",127707467,127707867,401,"*",5.16136281080746,4.5069862680553,5.60989379593844,-1.06538748119626,0.000794553478906578,0.00250528231414526
"1",115782962,115783362,401,"*",7.6028036582801,7.0910042903068,7.97981948239525,-0.806683925526257,0.000794977068278235,0.0025064154640369
"15",39016712,39017112,401,"*",4.27837148940754,5.10578470948735,2.12956574701132,2.34307546047777,0.000795358066332697,0.00250741415920666
"11",36249297,36249697,401,"*",5.95236979573194,6.42579495968444,5.24302580868514,1.1079702168275,0.000796329454724196,0.00251027378382936
"3",27623194,27623594,401,"*",2.93761553739677,3.93761553739677,0,2.7772456230965,0.000796542426118794,0.00251060659907534
"8",51884455,51884855,401,"*",4.4610687662755,5.21339632654409,2.796742598243,2.00185264828699,0.000796563666697787,0.00251060659907534
"18",2818280,2818680,401,"*",4.18632836786695,2.92621075829984,4.84852482148976,-1.50190681312737,0.000796837470741763,0.00251126680691141
"8",79122999,79123399,401,"*",7.05781225473828,7.4222734819999,6.56897510172645,0.875713419778722,0.000797827341286219,0.00251418343966316
"14",64905951,64906351,401,"*",5.15012207891871,5.77198628321823,4.03339139542875,1.53236042974319,0.000798660035902177,0.00251621941952711
"8",135468239,135468639,401,"*",5.80991358534966,6.28312942169222,5.10104468458549,1.12935871329865,0.000798705909879726,0.00251621941952711
"3",94612506,94612906,401,"*",4.44366496446385,5.1949372832712,2.78496003390421,2.14953322975666,0.000798711631924137,0.00251621941952711
"19",12250042,12250442,401,"*",3.08059114368483,4.08059114368483,0,2.78541999893581,0.000798847170094216,0.00251621941952711
"20",53805773,53806173,401,"*",6.5633945949851,6.03253221607417,6.95060174064736,-0.809049353602161,0.000798858737537275,0.00251621941952711
"3",105490046,105490446,401,"*",2.91200311868466,3.91200311868466,0,2.78286991018012,0.000798860183583951,0.00251621941952711
"2",75718064,75718464,401,"*",2.80103837809754,3.80103837809754,0,2.77903726343456,0.000799118520307099,0.0025168300339025
"9",21432967,21433367,401,"*",3.05145184532307,4.05145184532307,0,2.77372383767796,0.000799348549546037,0.0025173514023017
"12",71075481,71075881,401,"*",2.89891288537739,3.89891288537739,0,2.79517278344233,0.000800803163324928,0.00252152880147746
"12",24661542,24661942,401,"*",5.85471323246261,6.3093232915561,5.18719237638465,1.1001233940725,0.000800804215496762,0.00252152880147746
"5",126377408,126377808,401,"*",2.97968557794431,3.97968557794431,0,2.77786258299132,0.000801019315819077,0.00252200266115484
"16",53583286,53583686,401,"*",4.95967000311246,5.60595823489754,3.75830543878508,1.62126508191549,0.000801482765521273,0.00252325830729276
"5",82165876,82166276,401,"*",5.10221233966532,5.69681644081211,4.07289479093856,1.51606746837822,0.000801898510808659,0.00252436357817871
"2",177528300,177528700,401,"*",3.88136343952422,4.82214573686335,0.245261825098939,2.75954022813341,0.000802171606777803,0.00252501964926792
"6",88203389,88203789,401,"*",4.00960472148352,4.93155841199957,0.762465335450073,2.76837862494998,0.00080257044256159,0.00252574759522746
"14",31048505,31048905,401,"*",2.86837331014199,3.86837331014199,0,2.77295601981018,0.000802576338419255,0.00252574759522746
"14",80602928,80603328,401,"*",4.35826472012945,5.10588488398459,2.71881611683509,2.15426331997776,0.000802596981457702,0.00252574759522746
"3",174120965,174121365,401,"*",4.19015612313854,5.09329707359121,1.24526182509894,2.61892962896248,0.000803030651023979,0.00252690862254905
"5",122852764,122853164,401,"*",4.13631005308891,3.06446799070483,4.74444631000539,-1.59581910088701,0.000803137150363176,0.0025270400342114
"8",74492841,74493241,401,"*",5.73027262130011,6.24124130983884,4.93188970633734,1.18015853756528,0.000804262779798638,0.00253037781973401
"17",58556814,58557214,401,"*",7.16164602018564,6.69796203770419,7.51199363015831,-0.712490589328773,0.000805268217225771,0.00253333694869503
"6",12172851,12173251,401,"*",4.26713732395576,5.12133596935219,1.88816020614346,2.60945572558565,0.000805702117300604,0.00253449771527352
"X",2572681,2573081,401,"*",4.96579460241127,4.21389877092081,5.45757310455129,-1.15465654536881,0.000805866028223243,0.00253463787710513
"5",14234205,14234605,401,"*",2.90926690926616,3.90926690926616,0,2.78099975837212,0.000805876538817773,0.00253463787710513
"8",62402085,62402485,401,"*",4.55256054169026,5.29893543746287,2.91960839524782,1.9969521746232,0.000806093041713543,0.00253511455714535
"12",87138540,87138940,401,"*",2.83563523038723,3.83563523038723,0,2.78280688133377,0.00080616146662937,0.0025351255014805
"6",145483112,145483512,401,"*",4.95191815120495,5.5868036810521,3.79086334464103,1.69062649756429,0.000806334733397592,0.00253546611230667
"11",15863399,15863799,401,"*",3.90957786114203,4.85153040102879,0.245261825098939,2.77034769635617,0.000806587616287386,0.0025360569957131
"6",154579426,154579826,401,"*",4.23172831002411,5.10371400714648,1.67380496367297,2.59707844794701,0.000806803456514147,0.00253653132450304
"14",51138533,51138933,401,"*",4.30311684419792,5.181550931103,1.67380496367297,2.60610054334809,0.000807150298555523,0.00253741740389102
"17",40245634,40246034,401,"*",2.96921433526766,3.96921433526766,0,2.77421734892959,0.000808292193624234,0.00254080252682573
"7",6227687,6228087,401,"*",4.76443857913408,5.4564966971831,3.38516897308728,1.79270936239224,0.000808787036428857,0.00254215331081411
"4",150244622,150245022,401,"*",4.59957823466732,5.30505170467582,3.16252254463935,1.9038907105081,0.000809055413855852,0.00254279211593101
"X",10726655,10727055,401,"*",5.60506669150678,4.95795983574137,6.05020053746057,-0.966280332496495,0.000809735197463761,0.00254467149365586
"8",21756926,21757326,401,"*",6.20087490419822,6.64206094146485,5.56214907394053,1.05945639789726,0.000809783765702398,0.00254467149365586
"1",162091993,162092393,401,"*",6.99873466823776,6.43540192159183,7.40283445496955,-0.857809140063647,0.000810109164088186,0.00254538362968822
"11",17171331,17171731,401,"*",3.92735588079991,2.56982987147089,4.61419169358148,-1.68288110888075,0.00081030263343715,0.00254538362968822
"1",206851492,206851892,401,"*",5.75684582296159,6.30816725555564,4.8533037947353,1.44788988530424,0.000810306953678334,0.00254538362968822
"X",24982479,24982879,401,"*",3.92142006503231,4.83830998955929,0.762465335450073,2.75619553481522,0.000810315321080948,0.00254538362968822
"13",94073153,94073553,401,"*",4.94489900552004,4.24282129011216,5.41511169107993,-1.19900426579645,0.000810336425416561,0.00254538362968822
"X",13283991,13284391,401,"*",4.47099653434421,5.24475432388716,2.68652707565654,2.02438970484849,0.000810871743330197,0.00254686019479355
"3",173921747,173922147,401,"*",4.91274803400412,5.63208707795668,3.41282573272933,1.84510743437137,0.000811739996640889,0.00254938215213429
"3",101205985,101206385,401,"*",2.94223139204347,3.94223139204347,0,2.77756052143806,0.000812143159663625,0.00255044314058484
"1",211813660,211814060,401,"*",4.45475819871835,5.22574073621423,2.68652707565654,2.05976591357799,0.00081222002932443,0.00255047935360624
"13",61262311,61262711,401,"*",4.25510585823746,5.14191710855712,1.52691758238415,2.59601932639955,0.00081255222839379,0.00255131726474836
"20",17582904,17583304,401,"*",5.12919378040179,4.28810363934934,5.65704321948293,-1.25870026233706,0.000814205895673251,0.00255617082351607
"8",59617292,59617692,401,"*",5.87390636704126,5.32737886667928,6.26933543727828,-0.870115134542325,0.000814228974499777,0.00255617082351607
"1",234743932,234744332,401,"*",7.20996078123507,6.76541687459295,7.54930733069928,-0.723436817010046,0.000814861256490723,0.00255790069269618
"12",46319970,46320370,401,"*",5.27159480844917,5.82079171720982,4.37386075784395,1.4025987223495,0.000814911054550268,0.00255790069269618
"4",89800391,89800791,401,"*",4.9199968651001,4.10143101556584,5.43903012904399,-1.21298762798908,0.000815476638934096,0.0025594701777593
"10",63547973,63548373,401,"*",2.97220435925287,3.97220435925287,0,2.77213898981273,0.000815891818652884,0.00256055487191999
"21",16039859,16040259,401,"*",3.94436922118564,4.86260861336345,0.762465335450073,2.75600223265329,0.000815953427739535,0.00256055487191999
"15",86545911,86546311,401,"*",2.85359009592248,3.85359009592248,0,2.79097615291239,0.000816062957287918,0.00256069272811366
"8",67462660,67463060,401,"*",4.21735222683041,3.19471862957776,4.80978103399907,-1.47312883627728,0.000816918026312554,0.00256316977390166
"7",57495120,57495520,401,"*",4.4634523467369,5.36601098684633,1.52691758238415,2.61631101971056,0.00081745015232928,0.00256463323389917
"8",59837173,59837573,401,"*",2.92916037583291,3.92916037583291,0,2.77290304232134,0.000817572486391364,0.00256481089819874
"3",105746109,105746509,401,"*",4.39436739815532,5.14878763446328,2.71881611683509,2.17094481538606,0.000817737110398152,0.00256512119128832
"12",31494535,31494935,401,"*",3.96668652167023,4.87107023917983,1.00377616859828,2.75799411794898,0.000817945418425519,0.00256556845385618
"2",150276727,150277127,401,"*",2.95023992990425,3.95023992990425,0,2.77780241692017,0.000819093573212033,0.00256896333202087
"4",48704135,48704535,401,"*",4.68193134134298,5.38228624234173,3.26726132540383,1.80806069406629,0.000819278173254329,0.00256933254442317
"7",71102774,71103174,401,"*",4.63793422075227,5.32793926720881,3.26726132540383,1.78045813715122,0.000819342936159335,0.00256933254442317
"3",150251581,150251981,401,"*",5.83581032504063,6.31012573890267,5.12444332164643,1.20040757873521,0.000820800542402891,0.00257369661600906
"1",84906347,84906747,401,"*",4.23388529720865,5.06888252204407,2.02396596059464,2.34449397730739,0.000821432888245613,0.00257547251346727
"7",10230455,10230855,401,"*",4.58904091784239,5.35326445716002,2.85948307074427,2.0068647804839,0.000821762508622174,0.00257629905421786
"11",107660170,107660570,401,"*",4.18085774617528,5.08335076238656,1.24526182509894,2.59638860977986,0.000822013867871316,0.00257688012627343
"1",170070534,170070934,401,"*",4.80623255876764,5.4752856656219,3.51982621604222,1.87989858614954,0.00082216017007693,0.00257713179466418
"17",66272976,66273376,401,"*",4.18860265027684,2.98384072824568,4.83583339916299,-1.51886570111569,0.000822802723647715,0.00257893884033953
"11",96203151,96203551,401,"*",2.98489283595901,3.98489283595901,0,2.77519327677643,0.00082291086923392,0.00257907071702498
"1",10065372,10065772,401,"*",6.09349293132782,5.56017549921336,6.48199764358204,-0.84762601612628,0.000823475104999029,0.00258063188211602
"X",2707300,2707700,401,"*",5.06026240037452,4.34762703301502,5.53513505535148,-1.11866634320178,0.000823642997635637,0.00258095082385061
"5",40490819,40491219,401,"*",3.35012965083903,1.72546108209065,4.09490698736058,-1.83692793364884,0.000823746164473607,0.00258097755413775
"10",35783469,35783869,401,"*",4.87964654057854,5.49302943746191,3.79086334464103,1.61780522954542,0.000823783767055265,0.00258097755413775
"1",166952394,166952794,401,"*",5.65656149880454,4.97726070609382,6.11655135686268,-1.05444226088528,0.00082390781612597,0.00258115903711695
"6",141119003,141119403,401,"*",4.83994951526035,5.54940728606016,3.38516897308728,1.93154199796737,0.000824147017073912,0.00258152525592353
"5",124504123,124504523,401,"*",6.16740681018497,5.49738116037983,6.62316615219763,-0.947606507290552,0.000824156980640937,0.00258152525592353
"8",120980122,120980522,401,"*",4.50807171801298,5.23802664245656,2.95766047548798,2.0301818744639,0.000825383077170375,0.0025851583420802
"4",73729532,73729932,401,"*",5.39138200829488,5.91965063804961,4.54920861494442,1.32357998672787,0.000826277479362447,0.00258775203842371
"2",218731575,218731975,401,"*",6.90422542818928,6.36020083208723,7.29834995009533,-0.848972357700251,0.000826824462761894,0.00258925735290096
"2",177170183,177170583,401,"*",5.31180371222645,5.83827949796698,4.47425541228209,1.39043258244838,0.000827315210403211,0.00259041721627408
"8",40429742,40430142,401,"*",4.61965748905393,5.34785948364817,3.07773182600088,1.8656254616727,0.000827327563347994,0.00259041721627408
"1",66148929,66149329,401,"*",3.94455528151503,4.86280552190162,0.762465335450073,2.75348272235815,0.00082750303404927,0.00259075881730135
"9",4306231,4306631,401,"*",4.53765859386371,5.29256528373029,2.85948307074427,2.03064696181358,0.000827660091406199,0.00259104271938736
"13",80141108,80141508,401,"*",3.84802415245933,4.7604422262174,0.762465335450073,2.75628462390816,0.000827871606544763,0.00259143158018858
"12",22988522,22988922,401,"*",5.79781518446299,6.35105185799789,4.88900981856966,1.48211266401524,0.000827917080479871,0.00259143158018858
"8",125380229,125380629,401,"*",4.94654406171452,5.52954832542285,3.9524028750481,1.6245546742589,0.000828106774439967,0.00259181750643554
"7",107958790,107959190,401,"*",4.31604474560607,5.16068661615334,2.02396596059464,2.34412378128311,0.000828365743362305,0.00259242017094104
"13",39787905,39788305,401,"*",4.28499153012664,5.0786571465971,2.3773434945499,2.3416549845055,0.000828614405507393,0.0025929904857288
"5",113047175,113047575,401,"*",5.96048570232487,6.39928491971923,5.32679242801656,1.07260915263035,0.000830159267331007,0.00259761659320768
"15",82415078,82415478,401,"*",2.88775186295371,0.612632889645617,3.73045275224416,-2.19347860092043,0.000830388826923002,0.0025981266318483
"4",53656709,53657109,401,"*",7.44016762470272,7.87538849379006,6.81397100823993,0.968432254353705,0.000830457893489129,0.00259813447722595
"18",74114132,74114532,401,"*",3.87467804638586,4.77253706815774,1.00377616859828,2.75759389267433,0.000830791361578634,0.00259896945017006
"10",92180296,92180696,401,"*",4.18876564745047,5.09180998987657,1.24526182509894,2.60460896620091,0.00083283386506641,0.00260508569540046
"2",48043771,48044171,401,"*",2.96732525495579,3.96732525495579,0,2.80951602823648,0.000832879966148272,0.00260508569540046
"18",44518085,44518485,401,"*",2.80986781257457,3.80986781257457,0,2.77301017681673,0.000833125793697661,0.00260564581019055
"7",64348281,64348681,401,"*",2.95759511941555,3.95759511941555,0,2.80410265113692,0.00083376562619809,0.00260743800822324
"14",77044751,77045151,401,"*",4.50792817904655,5.21404205107474,3.06804148380336,1.99601101522112,0.000833936567366828,0.00260776367116592
"3",184448882,184449282,401,"*",6.53414776104166,6.02958965506044,6.90723772008442,-0.780426754296753,0.000834029273181035,0.00260784465544871
"5",72465774,72466174,401,"*",6.61449938037061,6.97667404221213,6.12978403178265,0.85858394383231,0.000834195722307079,0.0026081561890474
"4",26415095,26415495,401,"*",2.94490584727928,3.94490584727928,0,2.77382351455008,0.000834831061265594,0.00260993356371155
"18",42621770,42622170,401,"*",2.88518032276079,3.88518032276079,0,2.76931520328518,0.000835025908027307,0.00261033365258636
"3",182323243,182323643,401,"*",6.29086713623053,5.83470940310821,6.63691630687308,-0.798361190166718,0.0008352070064959,0.00261069070296024
"15",39302795,39303195,401,"*",3.71144346488944,2.26056251308721,4.42002979752387,-1.760698942645,0.000836200865783203,0.00261358802112638
"X",142040874,142041274,401,"*",2.84071900907491,3.84071900907491,0,2.75946140944356,0.000836672450748174,0.00261485261128543
"5",125201643,125202043,401,"*",2.81572422385543,3.81572422385543,0,2.77298953493778,0.00083698680266861,0.00261562563783277
"6",7922536,7922936,401,"*",4.54635876771769,5.24720330300519,3.12956574701132,1.88057920009436,0.000837463221697356,0.00261690496789596
"5",90021169,90021569,401,"*",5.29609075956914,5.84278812429547,4.40514923746593,1.53304699074201,0.000837758418436335,0.0026176015259658
"8",107429531,107429931,401,"*",5.32707455439107,5.87470802414319,4.43359428206708,1.42475465073141,0.000837918595432709,0.0026176015259658
"13",108902565,108902965,401,"*",5.12757777207674,5.7287800848689,4.07773182600088,1.51726451665594,0.000837922758407482,0.0026176015259658
"7",12998589,12998989,401,"*",4.1845489996009,5.05207775152096,1.67380496367297,2.59340246899147,0.000837954365786309,0.0026176015259658
"10",4284068,4284468,401,"*",4.71715940536305,3.80959250353986,5.26994627934102,-1.29492980801996,0.00083884669870467,0.0026199446146724
"6",66824619,66825019,401,"*",3.96823148577087,4.87272100638973,1.00377616859828,2.74855254333197,0.00083887902775987,0.0026199446146724
"17",66557299,66557699,401,"*",4.6905267980463,3.64943542683497,5.2889303901819,-1.34884433515992,0.000838905795793272,0.0026199446146724
"Y",2852074,2852474,401,"*",4.24628507257525,5.15324385888467,1.24526182509894,2.59420178066005,0.000839301647626842,0.0026209711852091
"2",212448748,212449148,401,"*",4.5274999681753,5.31268822116135,2.67380496367297,2.17057187783463,0.000839800239908781,0.00262231840371484
"11",27100442,27100842,401,"*",3.87755874439112,4.8181814033414,0.245261825098939,2.75068897033025,0.000839913598379621,0.00262246259100532
"4",55865272,55865672,401,"*",3.01619196015717,4.01619196015717,0,2.76917014809097,0.000840398597891348,0.00262360135948742
"6",39431175,39431575,401,"*",5.58256016677338,4.890918680492,6.04811783557851,-1.00972835993046,0.000840412742385826,0.00262360135948742
"3",170470623,170471023,401,"*",5.81282891340621,6.28744607171752,5.10077529384906,1.16898491494409,0.000840618181728023,0.00262403284476236
"7",91543664,91544064,401,"*",2.89312542174825,3.89312542174825,0,2.7705165921437,0.000840836417183923,0.0026245042015652
"1",218374102,218374502,401,"*",3.98564162288719,4.93063292622152,0.245261825098939,2.75530731022942,0.000840914856983705,0.00262453917345158
"12",93144257,93144657,401,"*",5.02105224494803,5.61005927820631,4.00885016701192,1.61200376036426,0.000841229610778557,0.00262531162909666
"7",138161549,138161949,401,"*",5.38467997600566,5.89709060002418,4.5827172864204,1.42244355515989,0.000841317375598073,0.00262537563006402
"2",150145370,150145770,401,"*",2.99782934147404,3.99782934147404,0,2.77473903438638,0.000842779720651852,0.00262972872866867
"8",55778913,55779313,401,"*",4.25530556972233,3.14023776771729,4.87667109918443,-1.47650436483425,0.000842889047464401,0.00262973306126782
"7",36549117,36549517,401,"*",4.63531583023367,5.35965481591254,3.11188008310531,1.87518582872543,0.000842915846357961,0.00262973306126782
"2",234792578,234792978,401,"*",5.67023168480071,6.155457355773,4.93373534605195,1.23999709047784,0.000843012521792088,0.00262982448558732
"1",221300375,221300775,401,"*",4.65693909595097,5.33911541196325,3.31847558234537,1.87522121155298,0.00084417375708243,0.00263322614270972
"10",91434030,91434430,401,"*",3.83279267819251,4.77150369737022,0.245261825098939,2.75059848981114,0.000844284627723446,0.00263322614270972
"5",151706851,151707251,401,"*",4.89452242484022,5.51244639949604,3.79086334464103,1.58306063452249,0.000844305326044698,0.00263322614270972
"5",126368365,126368765,401,"*",4.3398950192787,5.17494190738251,2.12956574701132,2.33632860507075,0.0008446316960131,0.00263403357464819
"6",21615457,21615857,401,"*",4.63529966301072,5.39010701804236,2.95766047548798,2.01211357299629,0.000844719019299614,0.00263409545601218
"8",16432997,16433397,401,"*",3.9996656019315,4.90628174288905,1.00377616859828,2.75155929909442,0.000845017796386949,0.00263481665324423
"5",108932447,108932847,401,"*",4.51392750101614,5.45934781072762,0.762465335450073,2.86816750418934,0.00084520911602352,0.00263520270319314
"5",158634625,158635025,401,"*",3.60395402569696,2.15750348331615,4.31154679401362,-1.6998635870054,0.000845943565666951,0.00263718703722827
"2",151043424,151043824,401,"*",4.71610067089189,5.40006246069307,3.37036959329115,1.81988809061397,0.000846004504581906,0.00263718703722827
"9",14274294,14274694,401,"*",4.62151778363915,5.2719472304931,3.40514923746593,1.87256075508863,0.000846048245605474,0.00263718703722827
"7",80087331,80087731,401,"*",4.92223743692603,4.12144687944761,5.43417647789871,-1.18355799148581,0.000846344378543689,0.00263789945835619
"7",111076308,111076708,401,"*",4.58320216408647,5.29632461592563,3.11188008310531,1.92340599626643,0.000846846142974274,0.00263916955476654
"10",72162948,72163348,401,"*",4.81691982528962,5.46688869102025,3.6022298756635,1.6706975409012,0.000846887097297444,0.00263916955476654
"3",73681633,73682033,401,"*",4.62827577330119,5.31066934227335,3.2889303901819,1.9070791160568,0.000847321914027846,0.00264012814663367
"X",45900719,45901119,401,"*",5.26601585662716,4.44018232288409,5.787914708713,-1.1337118541296,0.000847329971077919,0.00264012814663367
"10",76468266,76468666,401,"*",3.98574992770626,4.89143072761702,1.00377616859828,2.76010545949429,0.000847570110573157,0.00264066559711255
"5",82425571,82425971,401,"*",4.48631630143831,5.36197887555023,1.88816020614346,2.6183658966225,0.000848773109294073,0.0026442025795127
"6",158377859,158378259,401,"*",5.21736731501811,5.78149095274143,4.27813654067641,1.41812773847691,0.000848950420823673,0.00264454390526311
"9",91001030,91001430,401,"*",5.12195683995914,5.70033699694982,4.14152557397287,1.51572320471558,0.000849032676033755,0.00264458909264105
"6",75550408,75550808,401,"*",3.02380133569078,4.02380133569078,0,2.76992921618368,0.000849134212780417,0.00264463122797065
"19",42121597,42121997,401,"*",5.10305451127799,4.28312573342852,5.62262670144354,-1.24390317637578,0.000849244880839717,0.00264463122797065
"2",67503022,67503422,401,"*",4.15796395256625,3.00378469038437,4.79086334464103,-1.42381597480592,0.000849249454146589,0.00264463122797065
"11",35347864,35348264,401,"*",5.16075257073706,5.7313116850419,4.20311952821918,1.47021320159357,0.000849421699724025,0.00264495660886465
"3",105359237,105359637,401,"*",4.21092098005794,5.09406557916844,1.52691758238415,2.59299822673229,0.000849541495495817,0.00264511863098662
"19",56490172,56490572,401,"*",4.31915222767428,5.1095734735885,2.43242918509855,2.32536870075443,0.000849836080145237,0.00264582480367437
"14",61418568,61418968,401,"*",5.62350606456065,6.08942211437786,4.93106498168292,1.20970940594926,0.000850182316842009,0.00264669166105174
"6",161229051,161229451,401,"*",6.11270613084462,6.52280804723267,5.53756442776412,0.989464233704807,0.000851427264323497,0.00265035592207876
"19",11652427,11652827,401,"*",4.29779494056453,5.18803519341211,1.52691758238415,2.59502763374469,0.00085195184843261,0.00265177740240547
"8",129295749,129296149,401,"*",6.09110711968724,6.54986253414943,5.41452174906087,1.11158952901655,0.000852547393960708,0.00265341951229917
"3",171129807,171130207,401,"*",4.68750330412334,3.67674642295611,5.27603368222708,-1.3000718767987,0.000852615587309458,0.00265342019059433
"2",213818476,213818876,401,"*",4.93842474706819,5.62907307192093,3.56506510951741,1.8558158252149,0.000852893213827285,0.00265407259261384
"15",35501208,35501608,401,"*",3.86283670122566,4.75982314187699,1.00377616859828,2.74592179473327,0.000853527122488547,0.00265583349751618
